RECLOC,CREATION_DTZ,CABIN_CD,COS_CD,OPER_OD_ORIG_CD,OPER_OD_DEST_CD,DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,OD_BROKEN_IND,PAX_CNT,CVM,CONN_TIME_MINS
244,2027-10-14,Y,20,TPH,ALN,AZ20271109TPHALN8203,2027-11-09,TPH,ALN,8203,2027-11-09 15:32,2027-11-09 18:22,2027-11-09 20:32,2027-11-10 0:22,0,1,0.57009995,
245,2027-10-14,Y,24,LIZ,PGM,AZ20271020LIZTPH3474,2027-10-20,LIZ,TPH,3474,2027-10-20 21:06,2027-10-20 22:53,2027-10-21 1:06,2027-10-21 3:53,0,1,1.187999994,
245,2027-10-14,Y,0,PGM,ERW,AZ20271023PGMTPH2952,2027-10-23,PGM,TPH,2952,2027-10-23 20:02,2027-10-23 23:09,2027-10-24 2:02,2027-10-24 4:09,0,1,1.187999994,
245,2027-10-14,Y,0,PGM,ERW,AZ20271023TPHERW5969,2027-10-23,TPH,ERW,5969,2027-10-24 0:37,2027-10-24 4:06,2027-10-24 5:37,2027-10-24 8:06,0,1,1.187999994,88
245,2027-10-14,Y,24,LIZ,PGM,AZ20271020TPHPGM8800,2027-10-20,TPH,PGM,8800,2027-10-21 4:41,2027-10-21 5:50,2027-10-21 9:41,2027-10-21 11:50,0,1,1.187999994,348
246,2027-08-13,C,8,HIP,ALN,AZ20271022HIPTPH12956,2027-10-22,HIP,TPH,12956,2027-10-22 11:21,2027-10-22 12:48,2027-10-22 16:21,2027-10-22 17:48,0,1,5.527477006,
246,2027-08-13,C,8,HIP,ALN,AZ20271022TPHALN8203,2027-10-22,TPH,ALN,8203,2027-10-22 15:32,2027-10-22 18:22,2027-10-22 20:32,2027-10-23 0:22,0,1,5.527477006,164
247,2027-09-10,Y,21,CEF,RHP,AZ20271007CEFTPH9629,2027-10-07,CEF,TPH,9629,2027-10-07 9:24,2027-10-07 11:19,2027-10-07 14:24,2027-10-07 16:19,0,2,2.596917507,
247,2027-09-10,Y,4,RHP,CEF,AZ20271021RHPTPH851,2027-10-21,RHP,TPH,851,2027-10-21 23:12,2027-10-22 2:40,2027-10-22 4:12,2027-10-22 7:40,0,2,2.596917507,
247,2027-09-10,Y,4,RHP,CEF,AZ20271021TPHCEF5687,2027-10-21,TPH,CEF,5687,2027-10-22 4:43,2027-10-22 6:45,2027-10-22 9:43,2027-10-22 11:45,0,2,2.596917507,123
247,2027-09-10,Y,21,CEF,RHP,AZ20271007TPHRHP6701,2027-10-07,TPH,RHP,6701,2027-10-07 14:11,2027-10-07 17:41,2027-10-07 19:11,2027-10-07 22:41,0,2,2.596917507,172
248,2027-09-20,Y,21,KHL,RHP,AZ20271021KHLTPH3921,2027-10-21,KHL,TPH,3921,2027-10-21 11:56,2027-10-21 16:47,2027-10-21 14:56,2027-10-21 21:47,0,3,5.513316038,
248,2027-09-20,Y,18,RHP,KHL,AZ20271104RHPTPH12951,2027-11-04,RHP,TPH,12951,2027-11-04 16:53,2027-11-04 20:21,2027-11-04 21:53,2027-11-05 1:21,0,3,5.513316038,
248,2027-09-20,Y,18,RHP,KHL,AZ20271104TPHKHL2510,2027-11-04,TPH,KHL,2510,2027-11-04 21:26,2027-11-05 6:28,2027-11-05 2:26,2027-11-05 9:28,0,3,5.513316038,65
248,2027-09-20,Y,21,KHL,RHP,AZ20271021TPHRHP12465,2027-10-21,TPH,RHP,12465,2027-10-21 18:25,2027-10-21 21:55,2027-10-21 23:25,2027-10-22 2:55,0,3,5.513316038,98
249,2027-09-10,Y,21,CEF,RHP,AZ20271007CEFTPH9629,2027-10-07,CEF,TPH,9629,2027-10-07 9:24,2027-10-07 11:19,2027-10-07 14:24,2027-10-07 16:19,0,1,1.335000008,
249,2027-09-10,Y,4,RHP,CEF,AZ20271021RHPTPH851,2027-10-21,RHP,TPH,851,2027-10-21 23:12,2027-10-22 2:40,2027-10-22 4:12,2027-10-22 7:40,0,1,1.335000008,
249,2027-09-10,Y,4,RHP,CEF,AZ20271021TPHCEF5687,2027-10-21,TPH,CEF,5687,2027-10-22 4:43,2027-10-22 6:45,2027-10-22 9:43,2027-10-22 11:45,0,1,1.335000008,123
249,2027-09-10,Y,21,CEF,RHP,AZ20271007TPHRHP6701,2027-10-07,TPH,RHP,6701,2027-10-07 14:11,2027-10-07 17:41,2027-10-07 19:11,2027-10-07 22:41,0,1,1.335000008,172
250,2027-09-26,Y,11,NMK,VUY,AZ20271021NMKTPH18830,2027-10-21,NMK,TPH,18830,2027-10-21 20:45,2027-10-22 2:45,2027-10-22 1:45,2027-10-22 7:45,0,1,2.244462846,
250,2027-09-26,Y,11,NMK,VUY,AZ20271021TPHVUY11871,2027-10-21,TPH,VUY,11871,2027-10-22 3:35,2027-10-22 4:01,2027-10-22 8:35,2027-10-22 10:01,0,1,2.244462846,50
251,2027-05-21,Y,10,KHL,RHP,AZ20271021KHLTPH9926,2027-10-21,KHL,TPH,9926,2027-10-21 7:55,2027-10-21 12:46,2027-10-21 10:55,2027-10-21 17:46,0,1,5.887930799,
251,2027-05-21,Y,10,RHP,KHL,AZ20271107RHPTPH851,2027-11-07,RHP,TPH,851,2027-11-07 23:12,2027-11-08 2:40,2027-11-08 4:12,2027-11-08 7:40,0,1,5.887930799,
251,2027-05-21,Y,10,RHP,KHL,AZ20271107TPHKHL1856,2027-11-07,TPH,KHL,1856,2027-11-08 3:45,2027-11-08 12:47,2027-11-08 8:45,2027-11-08 15:47,0,1,5.887930799,65
251,2027-05-21,Y,10,KHL,RHP,AZ20271021TPHRHP6701,2027-10-21,TPH,RHP,6701,2027-10-21 14:11,2027-10-21 17:41,2027-10-21 19:11,2027-10-21 22:41,0,1,5.887930799,85
252,2027-10-14,C,17,NAD,TPH,AZ20271028NADTPH19219,2027-10-28,NAD,TPH,19219,2027-10-28 18:34,2027-10-28 20:43,2027-10-28 23:34,2027-10-29 1:43,0,1,4.522354896,
252,2027-10-14,C,17,TPH,NAD,AZ20271020TPHNAD18287,2027-10-20,TPH,NAD,18287,2027-10-20 17:47,2027-10-20 20:04,2027-10-20 22:47,2027-10-21 1:04,0,1,4.522354896,
253,2027-04-05,Y,11,BPJ,EBG,AZ20270929BPJTPH3818,2027-09-29,BPJ,TPH,3818,2027-09-29 17:13,2027-09-29 22:42,2027-09-29 20:13,2027-09-30 3:42,0,2,4.381925014,
253,2027-04-05,Y,14,EBG,BPJ,AZ20271020EBGTPH18974,2027-10-20,EBG,TPH,18974,2027-10-20 22:17,2027-10-20 23:48,2027-10-21 2:17,2027-10-21 4:48,0,2,4.381925014,
253,2027-04-05,Y,14,EBG,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,2,4.381925014,296
253,2027-04-05,Y,11,BPJ,EBG,AZ20270929TPHEBG5086,2027-09-29,TPH,EBG,5086,2027-09-30 4:17,2027-09-30 7:34,2027-09-30 9:17,2027-09-30 11:34,0,2,4.381925014,335
254,2027-07-15,Y,20,EYF,AIO,AZ20271021EYFTPH3093,2027-10-21,EYF,TPH,3093,2027-10-21 11:03,2027-10-21 12:31,2027-10-21 16:03,2027-10-21 17:31,0,1,1.744000018,
254,2027-07-15,Y,21,GIW,EYF,AZ20271004GIWTPH2307,2027-10-04,GIW,TPH,2307,2027-10-04 21:34,2027-10-05 2:53,2027-10-05 2:34,2027-10-05 7:53,0,1,1.744000018,
254,2027-07-15,Y,20,EYF,AIO,AZ20271021TPHAIO17519,2027-10-21,TPH,AIO,17519,2027-10-21 15:25,2027-10-21 20:18,2027-10-21 20:25,2027-10-22 1:18,0,1,1.744000018,174
254,2027-07-15,Y,21,GIW,EYF,AZ20271004TPHEYF5897,2027-10-04,TPH,EYF,5897,2027-10-05 3:31,2027-10-05 4:55,2027-10-05 8:31,2027-10-05 9:55,0,1,1.744000018,38
255,2027-07-15,Y,16,AEB,QHP,AZ20271021AEBTPH13387,2027-10-21,AEB,TPH,13387,2027-10-21 9:55,2027-10-21 12:40,2027-10-21 13:55,2027-10-21 17:40,0,1,5.892709841,
255,2027-07-15,Y,16,QHP,AEB,AZ20271010QHPTPH10318,2027-10-10,QHP,TPH,10318,2027-10-10 22:30,2027-10-11 1:39,2027-10-11 3:30,2027-10-11 6:39,0,1,5.892709841,
255,2027-07-15,Y,16,QHP,AEB,AZ20271010TPHAEB2939,2027-10-10,TPH,AEB,2939,2027-10-11 3:58,2027-10-11 8:53,2027-10-11 8:58,2027-10-11 12:53,0,1,5.892709841,139
255,2027-07-15,Y,16,AEB,QHP,AZ20271021TPHQHP15070,2027-10-21,TPH,QHP,15070,2027-10-21 14:13,2027-10-21 17:21,2027-10-21 19:13,2027-10-21 22:21,0,1,5.892709841,93
256,2027-07-08,Y,21,KHL,OSW,AZ20270924KHLTPH5487,2027-09-24,KHL,TPH,5487,2027-09-24 18:16,2027-09-24 23:12,2027-09-24 21:16,2027-09-25 4:12,0,1,5.506978445,
256,2027-07-08,Y,21,OSW,KHL,AZ20271022OSWTPH11969,2027-10-22,OSW,TPH,11969,2027-10-22 11:30,2027-10-22 14:14,2027-10-22 16:30,2027-10-22 19:14,0,1,5.506978445,
256,2027-07-08,Y,21,OSW,KHL,AZ20271022TPHKHL5917,2027-10-22,TPH,KHL,5917,2027-10-22 18:08,2027-10-23 3:14,2027-10-22 23:08,2027-10-23 6:14,0,1,5.506978445,234
256,2027-07-08,Y,21,KHL,OSW,AZ20270924TPHOSW17806,2027-09-24,TPH,OSW,17806,2027-09-25 3:48,2027-09-25 6:27,2027-09-25 8:48,2027-09-25 11:27,0,1,5.506978445,276
257,2027-10-14,Y,16,NWY,TPH,AZ20271024NWYTPH3857,2027-10-24,NWY,TPH,3857,2027-10-24 12:59,2027-10-24 16:40,2027-10-24 17:59,2027-10-24 21:40,0,1,6.966402213,
257,2027-10-14,C,25,TPH,NWY,AZ20271021TPHNWY10061,2027-10-21,TPH,NWY,10061,2027-10-21 18:19,2027-10-21 21:56,2027-10-21 23:19,2027-10-22 2:56,0,1,6.966402213,
258,2027-09-10,Y,21,QHP,RCV,AZ20270927QHPTPH2890,2027-09-27,QHP,TPH,2890,2027-09-27 13:57,2027-09-27 17:10,2027-09-27 18:57,2027-09-27 22:10,0,4,5.387887155,
258,2027-09-10,Y,20,RCV,QHP,AZ20271020RCVTPH14682,2027-10-20,RCV,TPH,14682,2027-10-20 7:34,2027-10-20 12:23,2027-10-20 10:34,2027-10-20 17:23,0,4,5.387887155,
258,2027-09-10,Y,20,RCV,QHP,AZ20271020TPHQHP15070,2027-10-20,TPH,QHP,15070,2027-10-20 14:13,2027-10-20 17:21,2027-10-20 19:13,2027-10-20 22:21,0,4,5.387887155,110
258,2027-09-10,Y,21,QHP,RCV,AZ20270927TPHRCV14023,2027-09-27,TPH,RCV,14023,2027-09-27 21:46,2027-09-28 6:27,2027-09-28 2:46,2027-09-28 9:27,0,4,5.387887155,276
259,2027-07-08,Y,22,ECZ,FHY,AZ20271021ECZTPH7622,2027-10-21,ECZ,TPH,7622,2027-10-21 15:16,2027-10-21 16:43,2027-10-21 20:16,2027-10-21 21:43,0,1,1.329450011,
259,2027-07-08,Y,11,FHY,ECZ,AZ20271006FHYTPH19214,2027-10-06,FHY,TPH,19214,2027-10-06 19:19,2027-10-06 20:32,2027-10-06 23:19,2027-10-07 1:32,0,1,1.329450011,
259,2027-07-08,Y,11,FHY,ECZ,AZ20271006TPHECZ3064,2027-10-06,TPH,ECZ,3064,2027-10-06 21:51,2027-10-06 23:12,2027-10-07 2:51,2027-10-07 4:12,0,1,1.329450011,79
259,2027-07-08,Y,22,ECZ,FHY,AZ20271021TPHFHY13713,2027-10-21,TPH,FHY,13713,2027-10-21 18:00,2027-10-21 20:56,2027-10-21 23:00,2027-10-22 0:56,0,1,1.329450011,77
260,2027-09-03,Y,21,QXG,TPH,AZ20271021QXGTPH15389,2027-10-21,QXG,TPH,15389,2027-10-21 11:03,2027-10-21 14:28,2027-10-21 17:03,2027-10-21 19:28,0,1,0.254970014,
260,2027-09-03,Y,21,TPH,ALN,AZ20271022TPHALN8203,2027-10-22,TPH,ALN,8203,2027-10-22 15:32,2027-10-22 18:22,2027-10-22 20:32,2027-10-23 0:22,0,1,0.254970014,
261,2027-07-16,Y,19,EID,TPH,AZ20270930EIDTPH19272,2027-09-30,EID,TPH,19272,2027-09-30 10:55,2027-09-30 12:26,2027-09-30 15:55,2027-09-30 17:26,0,1,1.087160006,
261,2027-07-16,Y,19,GIW,EID,AZ20271020GIWTPH2504,2027-10-20,GIW,TPH,2504,2027-10-20 14:33,2027-10-20 19:41,2027-10-20 19:33,2027-10-21 0:41,0,1,1.087160006,
261,2027-07-16,Y,19,GIW,EID,AZ20271020TPHEID11017,2027-10-20,TPH,EID,11017,2027-10-20 21:39,2027-10-20 23:20,2027-10-21 2:39,2027-10-21 4:20,0,1,1.087160006,118
262,2027-06-14,Y,20,BPJ,TZJ,AZ20271021BPJTPH3818,2027-10-21,BPJ,TPH,3818,2027-10-21 17:26,2027-10-21 22:52,2027-10-21 20:26,2027-10-22 3:52,0,4,3.933849985,
262,2027-06-14,Y,0,TZJ,BPJ,AZ20270930TPHBPJ2145,2027-09-30,TPH,BPJ,2145,2027-09-30 21:56,2027-10-01 7:13,2027-10-01 2:56,2027-10-01 10:13,0,4,3.933849985,101
262,2027-06-14,Y,20,BPJ,TZJ,AZ20271021TPHTZJ10148,2027-10-21,TPH,TZJ,10148,2027-10-22 3:43,2027-10-22 5:23,2027-10-22 8:43,2027-10-22 10:23,0,4,3.933849985,291
262,2027-06-14,Y,0,TZJ,BPJ,AZ20270930TZJTPH14894,2027-09-30,TZJ,TPH,14894,2027-09-30 18:28,2027-09-30 20:15,2027-09-30 23:28,2027-10-01 1:15,0,4,3.933849985,
263,2027-06-14,Y,22,EYF,FHY,AZ20271009EYFTPH17051,2027-10-09,EYF,TPH,17051,2027-10-10 0:08,2027-10-10 1:36,2027-10-10 5:08,2027-10-10 6:36,0,3,2.386552839,
263,2027-06-14,Y,18,FHY,EYF,AZ20271020FHYTPH19214,2027-10-20,FHY,TPH,19214,2027-10-20 19:31,2027-10-20 20:41,2027-10-20 23:31,2027-10-21 1:41,0,3,2.386552839,
263,2027-06-14,Y,18,FHY,EYF,AZ20271020TPHEYF3917,2027-10-20,TPH,EYF,3917,2027-10-20 21:50,2027-10-20 23:11,2027-10-21 2:50,2027-10-21 4:11,0,3,2.386552839,69
263,2027-06-14,Y,22,EYF,FHY,AZ20271010TPHFHY5119,2027-10-10,TPH,FHY,5119,2027-10-10 15:34,2027-10-10 18:30,2027-10-10 20:34,2027-10-10 22:30,0,3,2.386552839,838
264,2027-10-11,Y,23,TPH,NAD,AZ20271021TPHNAD12819,2027-10-21,TPH,NAD,12819,2027-10-21 15:22,2027-10-21 17:39,2027-10-21 20:22,2027-10-21 22:39,0,1,8.022367813,
265,2027-03-13,Y,10,OLT,BAZ,AZ20271022OLTTPH9791,2027-10-22,OLT,TPH,9791,2027-10-22 7:21,2027-10-22 16:45,2027-10-22 15:21,2027-10-22 21:45,0,1,1.251630008,
265,2027-03-13,Y,10,OLT,BAZ,AZ20271022TPHBAZ14927,2027-10-22,TPH,BAZ,14927,2027-10-22 17:43,2027-10-22 20:36,2027-10-22 22:43,2027-10-23 1:36,0,1,1.251630008,58
266,2027-09-17,Y,11,EID,XBY,AZ20271103EIDTPH19272,2027-11-03,EID,TPH,19272,2027-11-03 11:08,2027-11-03 12:42,2027-11-03 16:08,2027-11-03 17:42,0,2,1.479329973,
266,2027-09-17,Y,11,XBY,EID,AZ20271020TPHEID11017,2027-10-20,TPH,EID,11017,2027-10-20 21:39,2027-10-20 23:20,2027-10-21 2:39,2027-10-21 4:20,0,2,1.479329973,44
266,2027-09-17,Y,11,EID,XBY,AZ20271103TPHXBY16486,2027-11-03,TPH,XBY,16486,2027-11-03 13:30,2027-11-03 17:33,2027-11-03 18:30,2027-11-03 21:33,0,2,1.479329973,48
266,2027-09-17,Y,11,XBY,EID,AZ20271020XBYTPH11304,2027-10-20,XBY,TPH,11304,2027-10-20 18:31,2027-10-20 20:55,2027-10-20 22:31,2027-10-21 1:55,0,2,1.479329973,
267,2027-10-04,Y,21,CEF,OLT,AZ20271021CEFTPH3898,2027-10-21,CEF,TPH,3898,2027-10-21 20:56,2027-10-21 22:51,2027-10-22 1:56,2027-10-22 3:51,0,2,1.56099999,
267,2027-10-04,Y,22,OLT,CEF,AZ20271010OLTTPH10853,2027-10-10,OLT,TPH,10853,2027-10-11 3:19,2027-10-11 12:43,2027-10-11 11:19,2027-10-11 17:43,0,2,1.56099999,
267,2027-10-04,Y,22,OLT,CEF,AZ20271011TPHCEF8181,2027-10-11,TPH,CEF,8181,2027-10-11 15:46,2027-10-11 17:48,2027-10-11 20:46,2027-10-11 22:48,0,2,1.56099999,183
267,2027-10-04,Y,21,CEF,OLT,AZ20271021TPHOLT6046,2027-10-21,TPH,OLT,6046,2027-10-22 0:38,2027-10-22 5:01,2027-10-22 5:38,2027-10-22 13:01,0,2,1.56099999,107
268,2027-09-23,Y,14,TPH,VUY,AZ20271227TPHVUY13778,2027-12-27,TPH,VUY,13778,2027-12-28 0:57,2027-12-28 1:23,2027-12-28 5:57,2027-12-28 7:23,0,1,0.253830016,
268,2027-09-23,Y,20,VUY,TPH,AZ20271020VUYTPH2927,2027-10-20,VUY,TPH,2927,2027-10-20 23:08,2027-10-21 1:32,2027-10-21 5:08,2027-10-21 6:32,0,1,0.253830016,
269,2027-06-14,Y,10,PJY,TPH,AZ20270922PJYTPH2165,2027-09-22,PJY,TPH,2165,2027-09-22 22:14,2027-09-22 23:39,2027-09-23 2:14,2027-09-23 4:39,0,1,0.657000005,
269,2027-06-14,Y,16,TPH,PJY,AZ20271020TPHPJY16397,2027-10-20,TPH,PJY,16397,2027-10-20 17:56,2027-10-20 21:03,2027-10-20 22:56,2027-10-21 1:03,0,1,0.657000005,
270,2027-08-13,Y,24,AUV,CHC,AZ20270927AUVTPH15874,2027-09-27,AUV,TPH,15874,2027-09-27 14:12,2027-09-27 20:07,2027-09-27 19:12,2027-09-28 1:07,0,1,7.063480902,
270,2027-08-13,Y,7,CHC,AUV,AZ20271021CHCTPH9477,2027-10-21,CHC,TPH,9477,2027-10-21 17:35,2027-10-21 22:20,2027-10-21 20:35,2027-10-22 3:20,0,1,7.063480902,
270,2027-08-13,Y,7,CHC,AUV,AZ20271021TPHAUV13378,2027-10-21,TPH,AUV,13378,2027-10-22 0:43,2027-10-22 6:21,2027-10-22 5:43,2027-10-22 11:21,0,1,7.063480902,143
270,2027-08-13,Y,24,AUV,CHC,AZ20270927TPHCHC5640,2027-09-27,TPH,CHC,5640,2027-09-27 21:33,2027-09-28 6:38,2027-09-28 2:33,2027-09-28 9:38,0,1,7.063480902,86
271,2027-07-16,Y,11,TPH,TZJ,AZ20271020TPHTZJ19978,2027-10-20,TPH,TZJ,19978,2027-10-20 14:09,2027-10-20 15:49,2027-10-20 19:09,2027-10-20 20:49,0,1,3.061999999,
272,2027-04-13,C,3,HHO,NAD,AZ20271002HHOTPH19626,2027-10-02,HHO,TPH,19626,2027-10-02 14:52,2027-10-02 20:24,2027-10-02 19:52,2027-10-03 1:24,0,2,5.079178906,
272,2027-04-13,Y,20,NAD,HHO,AZ20271021NADTPH16274,2027-10-21,NAD,TPH,16274,2027-10-22 0:44,2027-10-22 2:53,2027-10-22 5:44,2027-10-22 7:53,0,2,5.079178906,
272,2027-04-13,Y,20,NAD,HHO,AZ20271021TPHHHO8010,2027-10-21,TPH,HHO,8010,2027-10-22 3:51,2027-10-22 9:04,2027-10-22 8:51,2027-10-22 14:04,0,2,5.079178906,58
272,2027-04-13,C,3,HHO,NAD,AZ20271002TPHNAD5528,2027-10-02,TPH,NAD,5528,2027-10-02 21:28,2027-10-02 23:45,2027-10-03 2:28,2027-10-03 4:45,0,2,5.079178906,64
273,2027-08-13,Y,21,CEF,RHP,AZ20271021CEFTPH3898,2027-10-21,CEF,TPH,3898,2027-10-21 20:56,2027-10-21 22:51,2027-10-22 1:56,2027-10-22 3:51,0,1,2.410462855,
273,2027-08-13,Y,21,CEF,RHP,AZ20271021TPHRHP5063,2027-10-21,TPH,RHP,5063,2027-10-22 0:35,2027-10-22 4:05,2027-10-22 5:35,2027-10-22 9:05,0,1,2.410462855,104
274,2027-08-13,Y,14,BJH,PJY,AZ20271020BJHTPH5638,2027-10-20,BJH,TPH,5638,2027-10-20 13:26,2027-10-20 14:44,2027-10-20 18:26,2027-10-20 19:44,0,1,2.612462817,
274,2027-08-13,Y,12,BJH,PJY,AZ20271020TPHPJY16397,2027-10-20,TPH,PJY,16397,2027-10-20 17:56,2027-10-20 21:03,2027-10-20 22:56,2027-10-21 1:03,0,1,2.612462817,192
275,2027-09-03,Y,21,CIA,IDK,AZ20270925CIATPH10949,2027-09-25,CIA,TPH,10949,2027-09-25 17:11,2027-09-25 22:28,2027-09-25 20:11,2027-09-26 3:28,0,1,5.712729921,
275,2027-09-03,Y,18,OLT,CIA,AZ20271020OLTTPH10853,2027-10-20,OLT,TPH,10853,2027-10-21 3:19,2027-10-21 12:43,2027-10-21 11:19,2027-10-21 17:43,0,1,5.712729921,
275,2027-09-03,Y,18,OLT,CIA,AZ20271021TPHCIA18648,2027-10-21,TPH,CIA,18648,2027-10-21 21:28,2027-10-22 6:48,2027-10-22 2:28,2027-10-22 9:48,0,1,5.712729921,525
275,2027-09-03,Y,21,CIA,IDK,AZ20270925TPHIDK10142,2027-09-25,TPH,IDK,10142,2027-09-26 0:51,2027-09-26 4:53,2027-09-26 5:51,2027-09-26 12:53,0,1,5.712729921,143
276,2027-07-26,Y,22,EYF,GCH,AZ20271020EYFTPH17051,2027-10-20,EYF,TPH,17051,2027-10-21 0:08,2027-10-21 1:36,2027-10-21 5:08,2027-10-21 6:36,0,1,1.698000014,
276,2027-07-26,Y,11,GCH,EYF,AZ20270802GCHTPH9724,2027-08-02,GCH,TPH,9724,2027-08-02 9:48,2027-08-02 12:03,2027-08-02 13:48,2027-08-02 17:03,0,1,1.698000014,
276,2027-07-26,Y,11,GCH,EYF,AZ20270802TPHEYF972,2027-08-02,TPH,EYF,972,2027-08-02 13:18,2027-08-02 14:36,2027-08-02 18:18,2027-08-02 19:36,0,1,1.698000014,75
276,2027-07-26,Y,22,EYF,GCH,AZ20271020TPHGCH2827,2027-10-20,TPH,GCH,2827,2027-10-21 4:37,2027-10-21 8:35,2027-10-21 9:37,2027-10-21 12:35,0,1,1.698000014,181
277,2027-08-27,C,9,ZFM,VUY,AZ20271013TPHVUY19976,2027-10-13,TPH,VUY,19976,2027-10-13 13:36,2027-10-13 14:02,2027-10-13 18:36,2027-10-13 20:02,0,5,6.816616195,59
277,2027-08-27,C,17,VUY,ZFM,AZ20271020TPHZFM10431,2027-10-20,TPH,ZFM,10431,2027-10-21 0:58,2027-10-21 9:33,2027-10-21 5:58,2027-10-21 12:33,0,5,6.816616195,129
277,2027-08-27,C,17,VUY,ZFM,AZ20271020VUYTPH16041,2027-10-20,VUY,TPH,16041,2027-10-20 20:25,2027-10-20 22:49,2027-10-21 2:25,2027-10-21 3:49,0,5,6.816616195,
277,2027-08-27,C,9,ZFM,VUY,AZ20271013ZFMTPH9266,2027-10-13,ZFM,TPH,9266,2027-10-13 7:52,2027-10-13 12:37,2027-10-13 10:52,2027-10-13 17:37,0,5,6.816616195,
278,2027-08-31,Y,19,CEF,QLX,AZ20271128CEFTPH15360,2027-11-28,CEF,TPH,15360,2027-11-28 12:32,2027-11-28 14:27,2027-11-28 17:32,2027-11-28 19:27,0,2,3.491924998,
278,2027-08-31,Y,19,QLX,CEF,AZ20271020QLXTPH3353,2027-10-20,QLX,TPH,3353,2027-10-21 3:29,2027-10-21 11:27,2027-10-21 10:29,2027-10-21 16:27,0,2,3.491924998,
278,2027-08-31,Y,19,QLX,CEF,AZ20271021TPHCEF8181,2027-10-21,TPH,CEF,8181,2027-10-21 15:46,2027-10-21 17:48,2027-10-21 20:46,2027-10-21 22:48,0,2,3.491924998,259
278,2027-08-31,Y,19,CEF,QLX,AZ20271128TPHQLX16517,2027-11-28,TPH,QLX,16517,2027-11-28 19:02,2027-11-28 23:23,2027-11-29 0:02,2027-11-29 6:23,0,2,3.491924998,275
279,2027-10-04,Y,11,OLT,ZFM,AZ20271010OLTTPH13233,2027-10-10,OLT,TPH,13233,2027-10-10 17:28,2027-10-11 2:48,2027-10-11 1:28,2027-10-11 7:48,0,1,5.903088917,
279,2027-10-04,C,3,ZFM,OLT,AZ20271020TPHOLT8798,2027-10-20,TPH,OLT,8798,2027-10-20 14:03,2027-10-20 18:15,2027-10-20 19:03,2027-10-21 2:15,0,1,5.903088917,102
279,2027-10-04,Y,11,OLT,ZFM,AZ20271010TPHZFM1803,2027-10-10,TPH,ZFM,1803,2027-10-11 3:37,2027-10-11 12:12,2027-10-11 8:37,2027-10-11 15:12,0,1,5.903088917,49
279,2027-10-04,C,3,ZFM,OLT,AZ20271020ZFMTPH10080,2027-10-20,ZFM,TPH,10080,2027-10-20 7:36,2027-10-20 12:21,2027-10-20 10:36,2027-10-20 17:21,0,1,5.903088917,
280,2027-10-11,Y,24,PSX,TPH,AZ20271020PSXTPH13635,2027-10-20,PSX,TPH,13635,2027-10-20 20:03,2027-10-20 23:05,2027-10-21 2:03,2027-10-21 4:05,0,1,0.169809997,
281,2027-06-25,Y,4,EYF,KUF,AZ20271001EYFTPH19533,2027-10-01,EYF,TPH,19533,2027-10-01 12:59,2027-10-01 14:22,2027-10-01 17:59,2027-10-01 19:22,0,1,7.393754358,
281,2027-06-25,Y,19,KUF,EYF,AZ20271020KUFTPH9436,2027-10-20,KUF,TPH,9436,2027-10-20 21:21,2027-10-21 1:34,2027-10-21 2:21,2027-10-21 6:34,0,1,7.393754358,
281,2027-06-25,Y,19,KUF,EYF,AZ20271020TPHEYF5897,2027-10-20,TPH,EYF,5897,2027-10-21 3:46,2027-10-21 5:07,2027-10-21 8:46,2027-10-21 10:07,0,1,7.393754358,132
281,2027-06-25,Y,4,EYF,KUF,AZ20271001TPHKUF5056,2027-10-01,TPH,KUF,5056,2027-10-01 15:41,2027-10-01 20:05,2027-10-01 20:41,2027-10-02 1:05,0,1,7.393754358,79
282,2027-09-20,Y,14,OYC,VUY,AZ20271020OYCTPH17708,2027-10-20,OYC,TPH,17708,2027-10-20 19:25,2027-10-20 20:44,2027-10-20 23:25,2027-10-21 1:44,0,1,1.327459991,
282,2027-09-20,Y,19,VUY,OYC,AZ20271113TPHOYC15133,2027-11-13,TPH,OYC,15133,2027-11-13 15:26,2027-11-13 18:29,2027-11-13 20:26,2027-11-13 22:29,0,1,1.327459991,162
282,2027-09-20,Y,14,OYC,VUY,AZ20271021TPHVUY2154,2027-10-21,TPH,VUY,2154,2027-10-21 13:44,2027-10-21 14:10,2027-10-21 18:44,2027-10-21 20:10,0,1,1.327459991,1020
282,2027-09-20,Y,19,VUY,OYC,AZ20271113VUYTPH11209,2027-11-13,VUY,TPH,11209,2027-11-13 10:20,2027-11-13 12:44,2027-11-13 16:20,2027-11-13 17:44,0,1,1.327459991,
283,2027-09-10,C,2,FNX,VUY,AZ20271020FNXTPH5129,2027-10-20,FNX,TPH,5129,2027-10-20 17:44,2027-10-20 20:49,2027-10-20 22:44,2027-10-21 1:49,0,2,5.546178914,
283,2027-09-10,Y,10,VUY,FNX,AZ20271029TPHFNX660,2027-10-29,TPH,FNX,660,2027-10-29 13:55,2027-10-29 16:49,2027-10-29 18:55,2027-10-29 21:49,0,2,5.546178914,665
