DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,C_CAP_CNT,C_AUL_CNT,C_PAX_CNT,C_AVAIL_CNT,Y_CAP_CNT,Y_AUL_CNT,Y_PAX_CNT,Y_AVAIL_CNT
AZ20271021TPHEYF15612,2027-10-21,TPH,EYF,15612,2027-10-22 00:44:00,2027-10-22 02:05:00,2027-10-22 05:44:00,2027-10-22 07:05:00,16,16,8,8,138,138,140,-2
AZ20271023TPHEYF15612,2027-10-23,TPH,EYF,15612,2027-10-24 00:44:00,2027-10-24 02:05:00,2027-10-24 05:44:00,2027-10-24 07:05:00,16,16,8,8,138,138,142,-4
AZ20271028TPHEYF15612,2027-10-28,TPH,EYF,15612,2027-10-29 00:44:00,2027-10-29 02:05:00,2027-10-29 05:44:00,2027-10-29 07:05:00,16,16,16,0,144,144,150,-6
AZ20271024TPHEYF15612,2027-10-24,TPH,EYF,15612,2027-10-25 00:44:00,2027-10-25 02:05:00,2027-10-25 05:44:00,2027-10-25 07:05:00,16,16,4,12,144,144,142,2
AZ20271025TPHEYF15612,2027-10-25,TPH,EYF,15612,2027-10-26 00:44:00,2027-10-26 02:05:00,2027-10-26 05:44:00,2027-10-26 07:05:00,16,16,6,10,144,144,142,2
AZ20271022TPHEYF15612,2027-10-22,TPH,EYF,15612,2027-10-23 00:44:00,2027-10-23 02:05:00,2027-10-23 05:44:00,2027-10-23 07:05:00,16,16,8,8,144,144,146,-2
AZ20271026TPHEYF15612,2027-10-26,TPH,EYF,15612,2027-10-27 00:44:00,2027-10-27 02:05:00,2027-10-27 05:44:00,2027-10-27 07:05:00,16,16,5,11,144,144,143,1
AZ20271019TPHBPJ2145,2027-10-19,TPH,BPJ,2145,2027-10-19 21:54:00,2027-10-20 07:13:00,2027-10-20 02:54:00,2027-10-20 10:13:00,16,16,7,9,144,144,139,5
AZ20271023TPHBPJ2145,2027-10-23,TPH,BPJ,2145,2027-10-23 21:54:00,2027-10-24 07:13:00,2027-10-24 02:54:00,2027-10-24 10:13:00,12,12,9,3,162,162,95,67
AZ20271020TPHBPJ2145,2027-10-20,TPH,BPJ,2145,2027-10-20 21:54:00,2027-10-21 07:13:00,2027-10-21 02:54:00,2027-10-21 10:13:00,12,12,7,5,162,162,114,48
AZ20271021TPHBPJ2145,2027-10-21,TPH,BPJ,2145,2027-10-21 21:54:00,2027-10-22 07:13:00,2027-10-22 02:54:00,2027-10-22 10:13:00,16,16,7,9,144,144,138,6
AZ20271028TPHBPJ2145,2027-10-28,TPH,BPJ,2145,2027-10-28 21:54:00,2027-10-29 07:13:00,2027-10-29 02:54:00,2027-10-29 10:13:00,12,12,9,3,162,162,127,35
AZ20271025TPHBPJ2145,2027-10-25,TPH,BPJ,2145,2027-10-25 21:54:00,2027-10-26 07:13:00,2027-10-26 02:54:00,2027-10-26 10:13:00,12,12,7,5,162,162,110,52
AZ20271024TPHBPJ2145,2027-10-24,TPH,BPJ,2145,2027-10-24 21:54:00,2027-10-25 07:13:00,2027-10-25 02:54:00,2027-10-25 10:13:00,12,12,5,7,162,162,143,19
AZ20271022TPHBPJ2145,2027-10-22,TPH,BPJ,2145,2027-10-22 21:54:00,2027-10-23 07:13:00,2027-10-23 02:54:00,2027-10-23 10:13:00,12,12,4,8,162,162,89,73
AZ20271026TPHBPJ2145,2027-10-26,TPH,BPJ,2145,2027-10-26 21:54:00,2027-10-27 07:13:00,2027-10-27 02:54:00,2027-10-27 10:13:00,12,12,9,3,162,162,109,53
AZ20271027TPHBPJ2145,2027-10-27,TPH,BPJ,2145,2027-10-27 21:54:00,2027-10-28 07:13:00,2027-10-28 02:54:00,2027-10-28 10:13:00,12,12,6,6,162,162,127,35
AZ20271027ZRRTPH1266,2027-10-27,ZRR,TPH,1266,2027-10-27 06:59:00,2027-10-27 16:50:00,2027-10-27 14:59:00,2027-10-27 21:50:00,16,16,13,3,150,150,119,31
AZ20271026ZRRTPH1266,2027-10-26,ZRR,TPH,1266,2027-10-26 06:59:00,2027-10-26 16:50:00,2027-10-26 14:59:00,2027-10-26 21:50:00,16,16,14,2,150,150,103,47
AZ20271023ZRRTPH1266,2027-10-23,ZRR,TPH,1266,2027-10-23 06:59:00,2027-10-23 16:50:00,2027-10-23 14:59:00,2027-10-23 21:50:00,16,16,16,0,150,150,134,16
AZ20271021ZRRTPH1266,2027-10-21,ZRR,TPH,1266,2027-10-21 06:59:00,2027-10-21 16:50:00,2027-10-21 14:59:00,2027-10-21 21:50:00,16,16,15,1,150,150,137,13
AZ20271024ZRRTPH1266,2027-10-24,ZRR,TPH,1266,2027-10-24 06:59:00,2027-10-24 16:50:00,2027-10-24 14:59:00,2027-10-24 21:50:00,12,12,11,1,162,162,133,29
AZ20271020ZRRTPH1266,2027-10-20,ZRR,TPH,1266,2027-10-20 06:59:00,2027-10-20 16:50:00,2027-10-20 14:59:00,2027-10-20 21:50:00,16,16,16,0,150,150,150,0
AZ20271025ZRRTPH1266,2027-10-25,ZRR,TPH,1266,2027-10-25 06:59:00,2027-10-25 16:50:00,2027-10-25 14:59:00,2027-10-25 21:50:00,16,16,7,9,150,150,122,28
AZ20271028ZRRTPH1266,2027-10-28,ZRR,TPH,1266,2027-10-28 06:59:00,2027-10-28 16:50:00,2027-10-28 14:59:00,2027-10-28 21:50:00,16,16,12,4,150,150,122,28
AZ20271019ZRRTPH1266,2027-10-19,ZRR,TPH,1266,2027-10-19 06:59:00,2027-10-19 16:50:00,2027-10-19 14:59:00,2027-10-19 21:50:00,16,16,16,0,150,150,158,-8
AZ20271022ZRRTPH1266,2027-10-22,ZRR,TPH,1266,2027-10-22 06:59:00,2027-10-22 16:50:00,2027-10-22 14:59:00,2027-10-22 21:50:00,16,16,16,0,144,144,138,6
AZ20271028TPHRIU5463,2027-10-28,TPH,RIU,5463,2027-10-29 03:44:00,2027-10-29 08:09:00,2027-10-29 08:44:00,2027-10-29 12:09:00,16,16,9,7,150,150,88,62
AZ20271021TPHRIU5463,2027-10-21,TPH,RIU,5463,2027-10-22 03:44:00,2027-10-22 08:09:00,2027-10-22 08:44:00,2027-10-22 12:09:00,16,16,16,0,150,150,147,3
AZ20271024TPHRIU5463,2027-10-24,TPH,RIU,5463,2027-10-25 03:44:00,2027-10-25 08:09:00,2027-10-25 08:44:00,2027-10-25 12:09:00,16,16,4,12,150,150,144,6
AZ20271020TPHRIU5463,2027-10-20,TPH,RIU,5463,2027-10-21 03:44:00,2027-10-21 08:09:00,2027-10-21 08:44:00,2027-10-21 12:09:00,16,16,14,2,150,150,152,-2
AZ20271027TPHRIU5463,2027-10-27,TPH,RIU,5463,2027-10-28 03:44:00,2027-10-28 08:09:00,2027-10-28 08:44:00,2027-10-28 12:09:00,16,16,15,1,150,150,130,20
AZ20271023TPHRIU5463,2027-10-23,TPH,RIU,5463,2027-10-24 03:44:00,2027-10-24 08:09:00,2027-10-24 08:44:00,2027-10-24 12:09:00,16,16,8,8,138,138,135,3
AZ20271020OLTTPH9791,2027-10-20,OLT,TPH,9791,2027-10-20 07:21:00,2027-10-20 16:45:00,2027-10-20 15:21:00,2027-10-20 21:45:00,16,16,16,0,150,150,150,0
AZ20271025OLTTPH9791,2027-10-25,OLT,TPH,9791,2027-10-25 07:21:00,2027-10-25 16:45:00,2027-10-25 15:21:00,2027-10-25 21:45:00,16,16,15,1,150,150,135,15
AZ20271019OLTTPH9791,2027-10-19,OLT,TPH,9791,2027-10-19 07:21:00,2027-10-19 16:45:00,2027-10-19 15:21:00,2027-10-19 21:45:00,16,16,16,0,150,150,151,-1
AZ20271021OLTTPH9791,2027-10-21,OLT,TPH,9791,2027-10-21 07:21:00,2027-10-21 16:45:00,2027-10-21 15:21:00,2027-10-21 21:45:00,16,16,16,0,150,150,149,1
AZ20271024OLTTPH9791,2027-10-24,OLT,TPH,9791,2027-10-24 07:21:00,2027-10-24 16:45:00,2027-10-24 15:21:00,2027-10-24 21:45:00,16,16,12,4,150,150,137,13
AZ20271023OLTTPH9791,2027-10-23,OLT,TPH,9791,2027-10-23 07:21:00,2027-10-23 16:45:00,2027-10-23 15:21:00,2027-10-23 21:45:00,16,16,10,6,150,150,113,37
AZ20271026OLTTPH9791,2027-10-26,OLT,TPH,9791,2027-10-26 07:21:00,2027-10-26 16:45:00,2027-10-26 15:21:00,2027-10-26 21:45:00,16,16,6,10,150,150,118,32
AZ20271028OLTTPH9791,2027-10-28,OLT,TPH,9791,2027-10-28 07:21:00,2027-10-28 16:45:00,2027-10-28 15:21:00,2027-10-28 21:45:00,16,16,15,1,150,150,105,45
AZ20271027OLTTPH9791,2027-10-27,OLT,TPH,9791,2027-10-27 07:21:00,2027-10-27 16:45:00,2027-10-27 15:21:00,2027-10-27 21:45:00,16,16,13,3,150,150,121,29
AZ20271025TPHNWY19873,2027-10-25,TPH,NWY,19873,2027-10-26 03:57:00,2027-10-26 07:34:00,2027-10-26 08:57:00,2027-10-26 12:34:00,16,16,4,12,150,150,121,29
AZ20271027TPHNWY19873,2027-10-27,TPH,NWY,19873,2027-10-28 03:57:00,2027-10-28 07:34:00,2027-10-28 08:57:00,2027-10-28 12:34:00,12,12,0,12,162,162,143,19
AZ20271021TPHNWY19873,2027-10-21,TPH,NWY,19873,2027-10-22 03:57:00,2027-10-22 07:34:00,2027-10-22 08:57:00,2027-10-22 12:34:00,12,12,5,7,162,162,144,18
AZ20271023TPHNWY19873,2027-10-23,TPH,NWY,19873,2027-10-24 03:57:00,2027-10-24 07:34:00,2027-10-24 08:57:00,2027-10-24 12:34:00,12,12,1,11,162,162,134,28
AZ20271022TPHNWY19873,2027-10-22,TPH,NWY,19873,2027-10-23 03:57:00,2027-10-23 07:34:00,2027-10-23 08:57:00,2027-10-23 12:34:00,12,12,1,11,162,162,141,21
AZ20271024TPHNWY19873,2027-10-24,TPH,NWY,19873,2027-10-25 03:57:00,2027-10-25 07:34:00,2027-10-25 08:57:00,2027-10-25 12:34:00,12,12,2,10,162,162,127,35
AZ20271028TPHNWY19873,2027-10-28,TPH,NWY,19873,2027-10-29 03:57:00,2027-10-29 07:34:00,2027-10-29 08:57:00,2027-10-29 12:34:00,12,12,1,11,162,162,130,32
AZ20271026TPHNWY19873,2027-10-26,TPH,NWY,19873,2027-10-27 03:57:00,2027-10-27 07:34:00,2027-10-27 08:57:00,2027-10-27 12:34:00,12,12,2,10,162,162,143,19
AZ20271019TPHNWY19873,2027-10-19,TPH,NWY,19873,2027-10-20 03:57:00,2027-10-20 07:34:00,2027-10-20 08:57:00,2027-10-20 12:34:00,16,16,13,3,150,150,160,-10
AZ20271025IPFTPH11157,2027-10-25,IPF,TPH,11157,2027-10-25 07:14:00,2027-10-25 12:34:00,2027-10-25 10:14:00,2027-10-25 17:34:00,16,16,8,8,144,144,147,-3
AZ20271026IPFTPH11157,2027-10-26,IPF,TPH,11157,2027-10-26 07:14:00,2027-10-26 12:34:00,2027-10-26 10:14:00,2027-10-26 17:34:00,16,16,10,6,144,144,133,11
AZ20271024IPFTPH11157,2027-10-24,IPF,TPH,11157,2027-10-24 07:14:00,2027-10-24 12:34:00,2027-10-24 10:14:00,2027-10-24 17:34:00,16,16,5,11,144,144,143,1
AZ20271028IPFTPH11157,2027-10-28,IPF,TPH,11157,2027-10-28 07:14:00,2027-10-28 12:34:00,2027-10-28 10:14:00,2027-10-28 17:34:00,16,16,4,12,144,144,133,11
AZ20271023IPFTPH11157,2027-10-23,IPF,TPH,11157,2027-10-23 07:14:00,2027-10-23 12:34:00,2027-10-23 10:14:00,2027-10-23 17:34:00,16,16,12,4,144,144,152,-8
AZ20271019IPFTPH11157,2027-10-19,IPF,TPH,11157,2027-10-19 07:14:00,2027-10-19 12:34:00,2027-10-19 10:14:00,2027-10-19 17:34:00,16,16,15,1,144,144,147,-3
AZ20271020IPFTPH11157,2027-10-20,IPF,TPH,11157,2027-10-20 07:14:00,2027-10-20 12:34:00,2027-10-20 10:14:00,2027-10-20 17:34:00,16,16,16,0,144,144,144,0
AZ20271027IPFTPH11157,2027-10-27,IPF,TPH,11157,2027-10-27 07:14:00,2027-10-27 12:34:00,2027-10-27 10:14:00,2027-10-27 17:34:00,16,16,16,0,144,144,135,9
AZ20271022IPFTPH11157,2027-10-22,IPF,TPH,11157,2027-10-22 07:14:00,2027-10-22 12:34:00,2027-10-22 10:14:00,2027-10-22 17:34:00,16,16,7,9,144,144,144,0
AZ20271021IPFTPH11157,2027-10-21,IPF,TPH,11157,2027-10-21 07:14:00,2027-10-21 12:34:00,2027-10-21 10:14:00,2027-10-21 17:34:00,16,16,16,0,144,144,144,0
AZ20271025TPHCHC18415,2027-10-25,TPH,CHC,18415,2027-10-26 04:40:00,2027-10-26 13:40:00,2027-10-26 09:40:00,2027-10-26 16:40:00,16,16,8,8,144,144,133,11
AZ20271022TPHCHC18415,2027-10-22,TPH,CHC,18415,2027-10-23 04:40:00,2027-10-23 13:40:00,2027-10-23 09:40:00,2027-10-23 16:40:00,16,16,9,7,138,138,132,6
AZ20271027TPHCHC18415,2027-10-27,TPH,CHC,18415,2027-10-28 04:40:00,2027-10-28 13:40:00,2027-10-28 09:40:00,2027-10-28 16:40:00,16,16,6,10,138,138,126,12
AZ20271028TPHRHP12465,2027-10-28,TPH,RHP,12465,2027-10-28 18:25:00,2027-10-28 21:55:00,2027-10-28 23:25:00,2027-10-29 02:55:00,16,16,13,3,144,144,127,17
AZ20271022TPHRHP12465,2027-10-22,TPH,RHP,12465,2027-10-22 18:25:00,2027-10-22 21:55:00,2027-10-22 23:25:00,2027-10-23 02:55:00,16,16,16,0,144,144,144,0
AZ20271019TPHRHP12465,2027-10-19,TPH,RHP,12465,2027-10-19 18:25:00,2027-10-19 21:55:00,2027-10-19 23:25:00,2027-10-20 02:55:00,16,16,16,0,144,144,150,-6
AZ20271025TPHRHP12465,2027-10-25,TPH,RHP,12465,2027-10-25 18:25:00,2027-10-25 21:55:00,2027-10-25 23:25:00,2027-10-26 02:55:00,16,16,5,11,144,144,132,12
AZ20271024TPHRHP12465,2027-10-24,TPH,RHP,12465,2027-10-24 18:25:00,2027-10-24 21:55:00,2027-10-24 23:25:00,2027-10-25 02:55:00,16,16,14,2,144,144,136,8
AZ20271027TPHRHP12465,2027-10-27,TPH,RHP,12465,2027-10-27 18:25:00,2027-10-27 21:55:00,2027-10-27 23:25:00,2027-10-28 02:55:00,16,16,14,2,144,144,130,14
AZ20271020TPHRHP12465,2027-10-20,TPH,RHP,12465,2027-10-20 18:25:00,2027-10-20 21:55:00,2027-10-20 23:25:00,2027-10-21 02:55:00,16,16,16,0,144,144,143,1
AZ20271023TPHRHP12465,2027-10-23,TPH,RHP,12465,2027-10-23 18:25:00,2027-10-23 21:55:00,2027-10-23 23:25:00,2027-10-24 02:55:00,16,16,16,0,144,144,147,-3
AZ20271026TPHRHP12465,2027-10-26,TPH,RHP,12465,2027-10-26 18:25:00,2027-10-26 21:55:00,2027-10-26 23:25:00,2027-10-27 02:55:00,16,16,6,10,144,144,134,10
AZ20271023TPHIJA11417,2027-10-23,TPH,IJA,11417,2027-10-23 13:26:00,2027-10-23 14:40:00,2027-10-23 18:26:00,2027-10-23 19:40:00,16,16,5,11,150,150,138,12
AZ20271021TPHIJA11417,2027-10-21,TPH,IJA,11417,2027-10-21 13:26:00,2027-10-21 14:40:00,2027-10-21 18:26:00,2027-10-21 19:40:00,16,16,4,12,144,144,148,-4
AZ20271019TPHIJA11417,2027-10-19,TPH,IJA,11417,2027-10-19 13:26:00,2027-10-19 14:40:00,2027-10-19 18:26:00,2027-10-19 19:40:00,16,16,7,9,144,144,153,-9
AZ20271022TPHIJA11417,2027-10-22,TPH,IJA,11417,2027-10-22 13:26:00,2027-10-22 14:40:00,2027-10-22 18:26:00,2027-10-22 19:40:00,16,16,1,15,150,150,125,25
AZ20271028TPHIJA11417,2027-10-28,TPH,IJA,11417,2027-10-28 13:26:00,2027-10-28 14:40:00,2027-10-28 18:26:00,2027-10-28 19:40:00,16,16,5,11,150,150,149,1
AZ20271025TPHIJA11417,2027-10-25,TPH,IJA,11417,2027-10-25 13:26:00,2027-10-25 14:40:00,2027-10-25 18:26:00,2027-10-25 19:40:00,16,16,4,12,150,150,146,4
AZ20271027TPHIJA11417,2027-10-27,TPH,IJA,11417,2027-10-27 13:26:00,2027-10-27 14:40:00,2027-10-27 18:26:00,2027-10-27 19:40:00,16,16,3,13,150,150,144,6
AZ20271020TPHIJA11417,2027-10-20,TPH,IJA,11417,2027-10-20 13:26:00,2027-10-20 14:40:00,2027-10-20 18:26:00,2027-10-20 19:40:00,16,16,4,12,150,150,152,-2
AZ20271024TPHIJA11417,2027-10-24,TPH,IJA,11417,2027-10-24 13:26:00,2027-10-24 14:40:00,2027-10-24 18:26:00,2027-10-24 19:40:00,16,16,8,8,150,150,146,4
AZ20271026TPHIJA11417,2027-10-26,TPH,IJA,11417,2027-10-26 13:26:00,2027-10-26 14:40:00,2027-10-26 18:26:00,2027-10-26 19:40:00,16,16,2,14,150,150,151,-1
AZ20271023TPHRHP16724,2027-10-23,TPH,RHP,16724,2027-10-24 00:42:00,2027-10-24 04:12:00,2027-10-24 05:42:00,2027-10-24 09:12:00,16,16,8,8,144,144,144,0
AZ20271024TPHRHP16724,2027-10-24,TPH,RHP,16724,2027-10-25 00:42:00,2027-10-25 04:12:00,2027-10-25 05:42:00,2027-10-25 09:12:00,16,16,5,11,150,150,145,5
AZ20271028TPHRHP16724,2027-10-28,TPH,RHP,16724,2027-10-29 00:42:00,2027-10-29 04:12:00,2027-10-29 05:42:00,2027-10-29 09:12:00,16,16,7,9,144,144,127,17
AZ20271027TPHRHP16724,2027-10-27,TPH,RHP,16724,2027-10-28 00:42:00,2027-10-28 04:12:00,2027-10-28 05:42:00,2027-10-28 09:12:00,16,16,5,11,144,144,127,17
AZ20271026TPHRHP16724,2027-10-26,TPH,RHP,16724,2027-10-27 00:42:00,2027-10-27 04:12:00,2027-10-27 05:42:00,2027-10-27 09:12:00,16,16,7,9,144,144,136,8
AZ20271025TPHRHP16724,2027-10-25,TPH,RHP,16724,2027-10-26 00:42:00,2027-10-26 04:12:00,2027-10-26 05:42:00,2027-10-26 09:12:00,16,16,2,14,150,150,138,12
AZ20271022TPHRHP16724,2027-10-22,TPH,RHP,16724,2027-10-23 00:42:00,2027-10-23 04:12:00,2027-10-23 05:42:00,2027-10-23 09:12:00,16,16,5,11,144,144,140,4
AZ20271021TPHRHP16724,2027-10-21,TPH,RHP,16724,2027-10-22 00:42:00,2027-10-22 04:12:00,2027-10-22 05:42:00,2027-10-22 09:12:00,16,16,14,2,144,144,144,0
AZ20271027NMKTPH16390,2027-10-27,NMK,TPH,16390,2027-10-27 13:49:00,2027-10-27 19:49:00,2027-10-27 18:49:00,2027-10-28 00:49:00,16,16,12,4,144,144,143,1
AZ20271025NMKTPH16390,2027-10-25,NMK,TPH,16390,2027-10-25 13:49:00,2027-10-25 19:49:00,2027-10-25 18:49:00,2027-10-26 00:49:00,16,16,13,3,144,144,143,1
AZ20271028NMKTPH16390,2027-10-28,NMK,TPH,16390,2027-10-28 13:49:00,2027-10-28 19:49:00,2027-10-28 18:49:00,2027-10-29 00:49:00,16,16,6,10,144,144,101,43
AZ20271019NMKTPH16390,2027-10-19,NMK,TPH,16390,2027-10-19 13:49:00,2027-10-19 19:49:00,2027-10-19 18:49:00,2027-10-20 00:49:00,16,16,16,0,144,144,138,6
AZ20271020NMKTPH16390,2027-10-20,NMK,TPH,16390,2027-10-20 13:49:00,2027-10-20 19:49:00,2027-10-20 18:49:00,2027-10-21 00:49:00,16,16,16,0,150,150,145,5
AZ20271021NMKTPH16390,2027-10-21,NMK,TPH,16390,2027-10-21 13:49:00,2027-10-21 19:49:00,2027-10-21 18:49:00,2027-10-22 00:49:00,16,16,10,6,144,144,141,3
AZ20271026NMKTPH16390,2027-10-26,NMK,TPH,16390,2027-10-26 13:49:00,2027-10-26 19:49:00,2027-10-26 18:49:00,2027-10-27 00:49:00,16,16,15,1,138,138,142,-4
AZ20271028PTPTPH8485,2027-10-28,PTP,TPH,8485,2027-10-28 08:06:00,2027-10-28 12:38:00,2027-10-28 11:06:00,2027-10-28 17:38:00,16,16,9,7,144,144,134,10
AZ20271023PTPTPH8485,2027-10-23,PTP,TPH,8485,2027-10-23 08:06:00,2027-10-23 12:38:00,2027-10-23 11:06:00,2027-10-23 17:38:00,16,16,13,3,144,144,145,-1
AZ20271020PTPTPH8485,2027-10-20,PTP,TPH,8485,2027-10-20 08:06:00,2027-10-20 12:38:00,2027-10-20 11:06:00,2027-10-20 17:38:00,16,16,13,3,144,144,144,0
AZ20271024PTPTPH8485,2027-10-24,PTP,TPH,8485,2027-10-24 08:06:00,2027-10-24 12:38:00,2027-10-24 11:06:00,2027-10-24 17:38:00,16,16,5,11,144,144,147,-3
AZ20271019PTPTPH8485,2027-10-19,PTP,TPH,8485,2027-10-19 08:06:00,2027-10-19 12:38:00,2027-10-19 11:06:00,2027-10-19 17:38:00,16,16,16,0,144,144,151,-7
AZ20271025PTPTPH8485,2027-10-25,PTP,TPH,8485,2027-10-25 08:06:00,2027-10-25 12:38:00,2027-10-25 11:06:00,2027-10-25 17:38:00,16,16,12,4,144,144,147,-3
AZ20271027PTPTPH8485,2027-10-27,PTP,TPH,8485,2027-10-27 08:06:00,2027-10-27 12:38:00,2027-10-27 11:06:00,2027-10-27 17:38:00,16,16,9,7,144,144,136,8
AZ20271021PTPTPH8485,2027-10-21,PTP,TPH,8485,2027-10-21 08:06:00,2027-10-21 12:38:00,2027-10-21 11:06:00,2027-10-21 17:38:00,16,16,15,1,144,144,145,-1
AZ20271026PTPTPH8485,2027-10-26,PTP,TPH,8485,2027-10-26 08:06:00,2027-10-26 12:38:00,2027-10-26 11:06:00,2027-10-26 17:38:00,16,16,7,9,144,144,146,-2
AZ20271019BPJTPH16910,2027-10-19,BPJ,TPH,16910,2027-10-19 07:07:00,2027-10-19 12:33:00,2027-10-19 10:07:00,2027-10-19 17:33:00,16,16,15,1,144,144,157,-13
AZ20271028BPJTPH16910,2027-10-28,BPJ,TPH,16910,2027-10-28 07:07:00,2027-10-28 12:33:00,2027-10-28 10:07:00,2027-10-28 17:33:00,16,16,16,0,150,150,142,8
AZ20271023BPJTPH16910,2027-10-23,BPJ,TPH,16910,2027-10-23 07:07:00,2027-10-23 12:33:00,2027-10-23 10:07:00,2027-10-23 17:33:00,12,12,12,0,162,162,166,-4
AZ20271025BPJTPH16910,2027-10-25,BPJ,TPH,16910,2027-10-25 07:07:00,2027-10-25 12:33:00,2027-10-25 10:07:00,2027-10-25 17:33:00,12,12,11,1,162,162,166,-4
AZ20271020BPJTPH16910,2027-10-20,BPJ,TPH,16910,2027-10-20 07:07:00,2027-10-20 12:33:00,2027-10-20 10:07:00,2027-10-20 17:33:00,16,16,17,-1,144,144,153,-9
AZ20271024BPJTPH16910,2027-10-24,BPJ,TPH,16910,2027-10-24 07:07:00,2027-10-24 12:33:00,2027-10-24 10:07:00,2027-10-24 17:33:00,12,12,11,1,162,162,166,-4
AZ20271026BPJTPH16910,2027-10-26,BPJ,TPH,16910,2027-10-26 07:07:00,2027-10-26 12:33:00,2027-10-26 10:07:00,2027-10-26 17:33:00,12,12,12,0,162,162,165,-3
AZ20271022BPJTPH16910,2027-10-22,BPJ,TPH,16910,2027-10-22 07:07:00,2027-10-22 12:33:00,2027-10-22 10:07:00,2027-10-22 17:33:00,16,16,16,0,150,150,154,-4
AZ20271021BPJTPH16910,2027-10-21,BPJ,TPH,16910,2027-10-21 07:07:00,2027-10-21 12:33:00,2027-10-21 10:07:00,2027-10-21 17:33:00,16,16,16,0,150,150,150,0
AZ20271027BPJTPH16910,2027-10-27,BPJ,TPH,16910,2027-10-27 07:07:00,2027-10-27 12:33:00,2027-10-27 10:07:00,2027-10-27 17:33:00,16,16,10,6,150,150,138,12
AZ20271020IPFTPH7343,2027-10-20,IPF,TPH,7343,2027-10-20 20:54:00,2027-10-21 02:14:00,2027-10-20 23:54:00,2027-10-21 07:14:00,16,16,16,0,144,144,150,-6
AZ20271024IPFTPH7343,2027-10-24,IPF,TPH,7343,2027-10-24 20:54:00,2027-10-25 02:14:00,2027-10-24 23:54:00,2027-10-25 07:14:00,16,16,6,10,150,150,141,9
AZ20271026IPFTPH7343,2027-10-26,IPF,TPH,7343,2027-10-26 20:54:00,2027-10-27 02:14:00,2027-10-26 23:54:00,2027-10-27 07:14:00,16,16,12,4,150,150,130,20
AZ20271028IPFTPH7343,2027-10-28,IPF,TPH,7343,2027-10-28 20:54:00,2027-10-29 02:14:00,2027-10-28 23:54:00,2027-10-29 07:14:00,16,16,5,11,150,150,138,12
AZ20271027IPFTPH7343,2027-10-27,IPF,TPH,7343,2027-10-27 20:54:00,2027-10-28 02:14:00,2027-10-27 23:54:00,2027-10-28 07:14:00,16,16,7,9,150,150,139,11
AZ20271019IPFTPH7343,2027-10-19,IPF,TPH,7343,2027-10-19 20:54:00,2027-10-20 02:14:00,2027-10-19 23:54:00,2027-10-20 07:14:00,16,16,17,-1,150,150,163,-13
AZ20271022IPFTPH7343,2027-10-22,IPF,TPH,7343,2027-10-22 20:54:00,2027-10-23 02:14:00,2027-10-22 23:54:00,2027-10-23 07:14:00,16,16,14,2,150,150,150,0
AZ20271021IPFTPH7343,2027-10-21,IPF,TPH,7343,2027-10-21 20:54:00,2027-10-22 02:14:00,2027-10-21 23:54:00,2027-10-22 07:14:00,16,16,16,0,150,150,149,1
AZ20271023IPFTPH7343,2027-10-23,IPF,TPH,7343,2027-10-23 20:54:00,2027-10-24 02:14:00,2027-10-23 23:54:00,2027-10-24 07:14:00,16,16,9,7,150,150,144,6
AZ20271025IPFTPH7343,2027-10-25,IPF,TPH,7343,2027-10-25 20:54:00,2027-10-26 02:14:00,2027-10-25 23:54:00,2027-10-26 07:14:00,16,16,4,12,150,150,141,9
AZ20271024VKOTPH3115,2027-10-24,VKO,TPH,3115,2027-10-24 15:52:00,2027-10-24 17:08:00,2027-10-24 20:52:00,2027-10-24 22:08:00,16,16,1,15,150,150,139,11
AZ20271025VKOTPH3115,2027-10-25,VKO,TPH,3115,2027-10-25 15:52:00,2027-10-25 17:08:00,2027-10-25 20:52:00,2027-10-25 22:08:00,16,16,2,14,150,150,152,-2
AZ20271020VKOTPH3115,2027-10-20,VKO,TPH,3115,2027-10-20 15:52:00,2027-10-20 17:08:00,2027-10-20 20:52:00,2027-10-20 22:08:00,16,16,14,2,150,150,150,0
AZ20271022VKOTPH3115,2027-10-22,VKO,TPH,3115,2027-10-22 15:52:00,2027-10-22 17:08:00,2027-10-22 20:52:00,2027-10-22 22:08:00,16,16,8,8,150,150,144,6
AZ20271027VKOTPH3115,2027-10-27,VKO,TPH,3115,2027-10-27 15:52:00,2027-10-27 17:08:00,2027-10-27 20:52:00,2027-10-27 22:08:00,16,16,2,14,150,150,157,-7
AZ20271021TPHVUY2154,2027-10-21,TPH,VUY,2154,2027-10-21 13:44:00,2027-10-21 14:10:00,2027-10-21 18:44:00,2027-10-21 20:10:00,16,16,12,4,144,144,160,-16
AZ20271027TPHVUY2154,2027-10-27,TPH,VUY,2154,2027-10-27 13:44:00,2027-10-27 14:10:00,2027-10-27 18:44:00,2027-10-27 20:10:00,12,12,4,8,162,162,144,18
AZ20271026TPHVUY2154,2027-10-26,TPH,VUY,2154,2027-10-26 13:44:00,2027-10-26 14:10:00,2027-10-26 18:44:00,2027-10-26 20:10:00,12,12,2,10,162,162,158,4
AZ20271020TPHVUY2154,2027-10-20,TPH,VUY,2154,2027-10-20 13:44:00,2027-10-20 14:10:00,2027-10-20 18:44:00,2027-10-20 20:10:00,16,16,9,7,144,144,177,-33
