DEP_KEY,CHANGE_TYPE,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,C_CAP_CNT,C_AUL_CNT,C_PAX_CNT,C_AVAIL_CNT,Y_CAP_CNT,Y_AUL_CNT,Y_PAX_CNT,Y_AVAIL_CNT
AZ20271022EYFTPH19533,Cancellations,2027-10-22,EYF,TPH,19533,2027-10-22 12:53:00,2027-10-22 14:21:00,2027-10-22 17:53:00,2027-10-22 19:21:00,12,12,7,5,114,114,110,4
AZ20271021TPHIJA11985,Cancellations,2027-10-21,TPH,IJA,11985,2027-10-22 03:41:00,2027-10-22 04:55:00,2027-10-22 08:41:00,2027-10-22 09:55:00,16,16,11,5,144,150,148,2
AZ20271021TPHOLT17144,Cancellations,2027-10-21,TPH,OLT,17144,2027-10-21 18:07:00,2027-10-21 22:19:00,2027-10-21 23:07:00,2027-10-22 06:19:00,16,16,16,0,150,150,150,0
AZ20271021QXGTPH15389,Cancellations,2027-10-21,QXG,TPH,15389,2027-10-21 11:03:00,2027-10-21 14:28:00,2027-10-21 17:03:00,2027-10-21 19:28:00,16,16,14,2,150,150,121,29
AZ20271021BPJTPH3818,Cancellations,2027-10-21,BPJ,TPH,3818,2027-10-21 17:26:00,2027-10-21 22:52:00,2027-10-21 20:26:00,2027-10-22 03:52:00,16,16,15,1,150,150,149,1
AZ20271020KHRTPH1536,Cancellations,2027-10-20,KHR,TPH,1536,2027-10-20 19:55:00,2027-10-20 23:04:00,2027-10-21 01:55:00,2027-10-21 04:04:00,16,16,12,4,144,144,161,-17
AZ20271021TPHEYF8525,Cancellations,2027-10-21,TPH,EYF,8525,2027-10-21 18:57:00,2027-10-21 20:18:00,2027-10-21 23:57:00,2027-10-22 01:18:00,16,16,8,8,144,144,143,1
AZ20271020PJYTPH2165,Cancellations,2027-10-20,PJY,TPH,2165,2027-10-20 22:13:00,2027-10-20 23:40:00,2027-10-21 02:13:00,2027-10-21 04:40:00,16,16,12,4,150,150,150,0
AZ20271020TPHQHP15070,Cancellations,2027-10-20,TPH,QHP,15070,2027-10-20 14:13:00,2027-10-20 17:21:00,2027-10-20 19:13:00,2027-10-20 22:21:00,16,16,13,3,144,150,150,0
AZ20271021TPHQHP15070,Cancellations,2027-10-21,TPH,QHP,15070,2027-10-21 14:13:00,2027-10-21 17:21:00,2027-10-21 19:13:00,2027-10-21 22:21:00,16,16,14,2,150,150,148,2
AZ20271021TPHQHP16158,Cancellations,2027-10-21,TPH,QHP,16158,2027-10-22 03:38:00,2027-10-22 06:46:00,2027-10-22 08:38:00,2027-10-22 11:46:00,16,16,11,5,144,144,162,-18
AZ20271021NADTPH10482,Cancellations,2027-10-21,NAD,TPH,10482,2027-10-21 10:41:00,2027-10-21 12:50:00,2027-10-21 15:41:00,2027-10-21 17:50:00,12,12,9,3,162,162,166,-4
AZ20271021TPHPTP10725,Cancellations,2027-10-21,TPH,PTP,10725,2027-10-21 21:55:00,2027-10-22 06:36:00,2027-10-22 02:55:00,2027-10-22 09:36:00,16,16,2,14,144,144,110,34
AZ20271020OLTTPH10853,Cancellations,2027-10-20,OLT,TPH,10853,2027-10-21 03:19:00,2027-10-21 12:43:00,2027-10-21 11:19:00,2027-10-21 17:43:00,16,16,11,5,144,144,153,-9
AZ20271021TPHTZJ10148,Cancellations,2027-10-21,TPH,TZJ,10148,2027-10-22 03:43:00,2027-10-22 05:23:00,2027-10-22 08:43:00,2027-10-22 10:23:00,16,16,9,7,150,150,152,-2
AZ20271020FHYTPH19214,Cancellations,2027-10-20,FHY,TPH,19214,2027-10-20 19:31:00,2027-10-20 20:41:00,2027-10-20 23:31:00,2027-10-21 01:41:00,16,16,9,7,150,150,121,29
AZ20271021FHYTPH19214,Cancellations,2027-10-21,FHY,TPH,19214,2027-10-21 19:31:00,2027-10-21 20:41:00,2027-10-21 23:31:00,2027-10-22 01:41:00,16,16,5,11,150,150,62,88
AZ20271021CHCTPH9477,Cancellations,2027-10-21,CHC,TPH,9477,2027-10-21 17:35:00,2027-10-21 22:20:00,2027-10-21 20:35:00,2027-10-22 03:20:00,16,16,10,6,138,138,132,6
AZ20271022GIWTPH2504,Cancellations,2027-10-22,GIW,TPH,2504,2027-10-22 14:33:00,2027-10-22 19:41:00,2027-10-22 19:33:00,2027-10-23 00:41:00,16,16,8,8,144,144,109,35
AZ20271020ALNTPH13462,Cancellations,2027-10-20,ALN,TPH,13462,2027-10-20 19:21:00,2027-10-21 00:01:00,2027-10-21 01:21:00,2027-10-21 05:01:00,16,16,14,2,144,144,125,19
AZ20271021SIQTPH18551,Cancellations,2027-10-21,SIQ,TPH,18551,2027-10-21 12:11:00,2027-10-21 14:15:00,2027-10-21 16:11:00,2027-10-21 19:15:00,12,12,12,0,114,114,88,26
AZ20271020TPHIJA13612,Cancellations,2027-10-20,TPH,IJA,13612,2027-10-20 18:16:00,2027-10-20 19:30:00,2027-10-20 23:16:00,2027-10-21 00:30:00,16,16,10,6,144,145,149,-4
AZ20271021TPHHIP18790,Cancellations,2027-10-21,TPH,HIP,18790,2027-10-22 00:52:00,2027-10-22 02:18:00,2027-10-22 05:52:00,2027-10-22 07:18:00,12,12,12,0,114,114,110,4
AZ20271021TPHJDP4203,Cancellations,2027-10-21,TPH,JDP,4203,2027-10-21 14:12:00,2027-10-21 17:05:00,2027-10-21 19:12:00,2027-10-21 22:05:00,16,16,7,9,144,144,144,0
AZ20271020TPHVUY14711,Cancellations,2027-10-20,TPH,VUY,14711,2027-10-20 21:44:00,2027-10-20 22:10:00,2027-10-21 02:44:00,2027-10-21 04:10:00,16,16,17,-1,150,150,149,1
AZ20271020TPHNAD8686,Cancellations,2027-10-20,TPH,NAD,8686,2027-10-21 00:31:00,2027-10-21 02:48:00,2027-10-21 05:31:00,2027-10-21 07:48:00,16,16,12,4,144,144,132,12
AZ20271021VUYTPH11209,Cancellations,2027-10-21,VUY,TPH,11209,2027-10-21 10:20:00,2027-10-21 12:44:00,2027-10-21 16:20:00,2027-10-21 17:44:00,16,16,6,10,150,150,151,-1
AZ20271022CEFTPH9629,Cancellations,2027-10-22,CEF,TPH,9629,2027-10-22 09:24:00,2027-10-22 11:19:00,2027-10-22 14:24:00,2027-10-22 16:19:00,16,16,2,14,144,144,95,49
AZ20271022ERWTPH11457,Cancellations,2027-10-22,ERW,TPH,11457,2027-10-22 12:35:00,2027-10-22 14:17:00,2027-10-22 16:35:00,2027-10-22 19:17:00,12,12,1,11,114,114,112,2
AZ20271022NADTPH3095,Cancellations,2027-10-22,NAD,TPH,3095,2027-10-22 14:35:00,2027-10-22 16:44:00,2027-10-22 19:35:00,2027-10-22 21:44:00,16,16,10,6,144,144,139,5
AZ20271021GCHTPH9724,Cancellations,2027-10-21,GCH,TPH,9724,2027-10-21 09:58:00,2027-10-21 12:22:00,2027-10-21 13:58:00,2027-10-21 17:22:00,16,16,7,9,144,144,96,48
AZ20271021TPHOSW2173,Cancellations,2027-10-21,TPH,OSW,2173,2027-10-21 13:48:00,2027-10-21 16:28:00,2027-10-21 18:48:00,2027-10-21 21:28:00,16,16,16,0,150,150,150,0
AZ20271020TPHPSX826,Cancellations,2027-10-20,TPH,PSX,826,2027-10-20 17:56:00,2027-10-20 18:59:00,2027-10-20 22:56:00,2027-10-21 00:59:00,16,16,17,-1,144,144,145,-1
AZ20271021TPHEBG4711,Cancellations,2027-10-21,TPH,EBG,4711,2027-10-22 00:50:00,2027-10-22 04:10:00,2027-10-22 05:50:00,2027-10-22 08:10:00,16,16,16,0,144,144,144,0
AZ20271020TPHERW7675,Cancellations,2027-10-20,TPH,ERW,7675,2027-10-20 13:47:00,2027-10-20 17:16:00,2027-10-20 18:47:00,2027-10-20 21:16:00,16,16,15,1,144,144,146,-2
AZ20271022NWYTPH14133,Cancellations,2027-10-22,NWY,TPH,14133,2027-10-22 08:45:00,2027-10-22 12:26:00,2027-10-22 13:45:00,2027-10-22 17:26:00,16,16,16,0,144,144,144,0
AZ20271021TPHNWY7746,Cancellations,2027-10-21,TPH,NWY,7746,2027-10-22 03:55:00,2027-10-22 07:32:00,2027-10-22 08:55:00,2027-10-22 12:32:00,16,16,6,10,144,144,139,5
AZ20271022EBGTPH6882,Cancellations,2027-10-22,EBG,TPH,6882,2027-10-22 15:06:00,2027-10-22 16:35:00,2027-10-22 19:06:00,2027-10-22 21:35:00,16,16,4,12,144,144,141,3
AZ20271021TPHNAD12819,Cancellations,2027-10-21,TPH,NAD,12819,2027-10-21 15:22:00,2027-10-21 17:39:00,2027-10-21 20:22:00,2027-10-21 22:39:00,16,16,9,7,144,144,138,6
AZ20271020TPHNWY16107,Cancellations,2027-10-20,TPH,NWY,16107,2027-10-20 15:24:00,2027-10-20 19:01:00,2027-10-20 20:24:00,2027-10-21 00:01:00,16,16,8,8,144,144,135,9
AZ20271021TPHNMK13145,Cancellations,2027-10-21,TPH,NMK,13145,2027-10-21 13:43:00,2027-10-21 19:16:00,2027-10-21 18:43:00,2027-10-22 00:16:00,16,16,16,0,144,144,145,-1
