RECLOC,CABIN_CD,COS_CD,OPER_OD_ORIG_CD,OPER_OD_DEST_CD,DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,PREV_OD_BROKEN_IND,PAX_CNT,CVM,PREV_CONN_TIME,ALT_DEP_KEY,ALT_CABIN_CD,ALT_OPER_OD_ORIG_CD,ALT_OPER_OD_DEST_CD,ALT_DEP_DT,ALT_ORIG_CD,ALT_DEST_CD,ALT_FLT_NUM,ALT_DEP_DTML,ALT_ARR_DTML,ALT_DEP_DTMZ,ALT_ARR_DTMZ,ALT_CONN_TIME_MINS
4023,Y,14,CEF,IPF,AZ20271021CEFTPH3898,2027-10-21,CEF,TPH,3898,2027-10-21 20:56,2027-10-21 22:51,2027-10-22 1:56,2027-10-22 3:51,0,1,4.476824559,,AZ20271023CEFTPH3898,Either,CEF,TPH,2027-10-23,CEF,TPH,3898.0,2027-10-23 20:56,2027-10-23 22:51,2027-10-24 01:56,2027-10-24 03:51,
4024,C,2,IPF,EYF,AZ20271020TPHEYF15612,2027-10-20,TPH,EYF,15612,2027-10-21 0:44,2027-10-21 2:05,2027-10-21 5:44,2027-10-21 7:05,0,1,6.272712394,138.0,AZ20271022TPHEYF3917,Either,TPH,EYF,2027-10-22,TPH,EYF,3917.0,2027-10-22 21:50,2027-10-22 23:11,2027-10-23 02:50,2027-10-23 04:11,
4025,Y,20,IJA,ZFM,AZ20271020IJATPH18620,2027-10-20,IJA,TPH,18620,2027-10-20 21:07,2027-10-20 22:28,2027-10-21 2:07,2027-10-21 3:28,0,1,5.282084768,,AZ20271021IJATPH19852,Either,IJA,TPH,2027-10-21,IJA,TPH,19852.0,2027-10-21 12:57,2027-10-21 14:18,2027-10-21 17:57,2027-10-21 19:18,
4026,Y,11,JDP,OSW,AZ20271020TPHOSW17806,2027-10-20,TPH,OSW,17806,2027-10-21 4:02,2027-10-21 6:42,2027-10-21 9:02,2027-10-21 11:42,0,5,1.134000003,473.0,,,,,,,,,,,,,
4027,Y,4,CEF,TPH,AZ20271021CEFTPH3898,2027-10-21,CEF,TPH,3898,2027-10-21 20:56,2027-10-21 22:51,2027-10-22 1:56,2027-10-22 3:51,0,1,0.204999998,,AZ20271022CEFTPH115,Either,CEF,TPH,2027-10-22,CEF,TPH,115.0,2027-10-23 00:49,2027-10-23 02:44,2027-10-23 05:49,2027-10-23 07:44,
4028,Y,10,TZJ,PSX,AZ20271020TPHPSX826,2027-10-20,TPH,PSX,826,2027-10-20 17:56,2027-10-20 18:59,2027-10-20 22:56,2027-10-21 0:59,0,1,3.339352905,61.0,,,,,,,,,,,,,
4029,Y,18,IJA,VUY,AZ20271022IJATPH19852,2027-10-22,IJA,TPH,19852,2027-10-22 12:57,2027-10-22 14:18,2027-10-22 17:57,2027-10-22 19:18,0,1,1.252999991,,AZ20271023IJATPH19852,Either,IJA,TPH,2027-10-23,IJA,TPH,19852.0,2027-10-23 12:57,2027-10-23 14:18,2027-10-23 17:57,2027-10-23 19:18,
4030,Y,18,NWY,PSX,AZ20271020TPHPSX826,2027-10-20,TPH,PSX,826,2027-10-20 17:56,2027-10-20 18:59,2027-10-20 22:56,2027-10-21 0:59,0,1,1.878000021,76.0,,,,,,,,,,,,,
4031,Y,14,TZJ,TPH,AZ20271020TZJTPH14894,2027-10-20,TZJ,TPH,14894,2027-10-20 18:33,2027-10-20 20:23,2027-10-20 23:33,2027-10-21 1:23,0,1,0.264980018,,,,,,,,,,,,,,
4032,Y,4,KHR,IJA,AZ20271021TPHIJA11985,2027-10-21,TPH,IJA,11985,2027-10-22 3:41,2027-10-22 4:55,2027-10-22 8:41,2027-10-22 9:55,0,1,1.606999993,277.0,AZ20271023TPHIJA12102,Either,TPH,IJA,2027-10-23,TPH,IJA,12102.0,2027-10-23 15:30,2027-10-23 16:44,2027-10-23 20:30,2027-10-23 21:44,
4033,Y,19,NWY,TPH,AZ20271022NWYTPH14133,2027-10-22,NWY,TPH,14133,2027-10-22 8:45,2027-10-22 12:26,2027-10-22 13:45,2027-10-22 17:26,0,1,3.641928088,,AZ20271024NWYTPH14133,Either,NWY,TPH,2027-10-24,NWY,TPH,14133.0,2027-10-24 08:45,2027-10-24 12:26,2027-10-24 13:45,2027-10-24 17:26,
4034,Y,10,CEF,ZRR,AZ20271020CEFTPH3898,2027-10-20,CEF,TPH,3898,2027-10-20 20:56,2027-10-20 22:51,2027-10-21 1:56,2027-10-21 3:51,0,1,1.441000015,,AZ20271021CEFTPH115,Either,CEF,TPH,2027-10-21,CEF,TPH,115.0,2027-10-22 00:49,2027-10-22 02:44,2027-10-22 05:49,2027-10-22 07:44,
4035,Y,6,TPH,QRD,AZ20271020TPHQRD1370,2027-10-20,TPH,QRD,1370,2027-10-20 15:47,2027-10-20 19:13,2027-10-20 20:47,2027-10-21 0:13,0,1,5.169925001,,AZ20271022TPHQRD1370,Either,TPH,QRD,2027-10-22,TPH,QRD,1370.0,2027-10-22 15:47,2027-10-22 19:13,2027-10-22 20:47,2027-10-23 00:13,
4036,Y,0,VUY,EYF,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,4,2.316717517,,AZ20271023VUYQXG10006,Either,VUY,QXG,2027-10-23,VUY,QXG,10006.0,2027-10-24 02:33,2027-10-24 04:18,2027-10-24 08:33,2027-10-24 10:18,
4036,Y,0,VUY,EYF,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,4,2.316717517,,AZ20271024QXGTPH15389,Either,QXG,TPH,2027-10-24,QXG,TPH,15389.0,2027-10-24 11:03,2027-10-24 14:28,2027-10-24 17:03,2027-10-24 19:28,105.0
4037,C,9,HIP,EBG,AZ20271022HIPTPH12956,2027-10-22,HIP,TPH,12956,2027-10-22 11:21,2027-10-22 12:48,2027-10-22 16:21,2027-10-22 17:48,0,2,4.357149747,,,,,,,,,,,,,,
4038,Y,12,IPF,QXG,AZ20271021TPHQXG5430,2027-10-21,TPH,QXG,5430,2027-10-22 3:40,2027-10-22 5:08,2027-10-22 8:40,2027-10-22 11:08,0,1,5.644394143,86.0,AZ20271022TPHQXG5430,Either,TPH,QXG,2027-10-22,TPH,QXG,5430.0,2027-10-23 03:40,2027-10-23 05:08,2027-10-23 08:40,2027-10-23 11:08,
4038,Y,12,IPF,QXG,AZ20271021TPHQXG5430,2027-10-21,TPH,QXG,5430,2027-10-22 3:40,2027-10-22 5:08,2027-10-22 8:40,2027-10-22 11:08,0,1,5.644394143,86.0,AZ20271023TPHQXG9080,Either,TPH,QXG,2027-10-23,TPH,QXG,9080.0,2027-10-24 00:47,2027-10-24 02:15,2027-10-24 05:47,2027-10-24 08:15,
4039,Y,0,EYF,OLT,AZ20271021EYFTPH7127,2027-10-21,EYF,TPH,7127,2027-10-21 18:37,2027-10-21 20:05,2027-10-21 23:37,2027-10-22 1:05,0,3,1.407609999,,,,,,,,,,,,,,
4040,Y,11,NAD,QXG,AZ20271021NADTPH10482,2027-10-21,NAD,TPH,10482,2027-10-21 10:41,2027-10-21 12:50,2027-10-21 15:41,2027-10-21 17:50,0,1,3.643925008,,,,,,,,,,,,,,
4041,Y,12,ERW,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.04046285,383.0,AZ20271021TPHBPJ14232,Either,TPH,BPJ,2027-10-21,TPH,BPJ,14232.0,2027-10-22 04:44,2027-10-22 14:03,2027-10-22 09:44,2027-10-22 17:03,
4041,Y,12,ERW,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.04046285,383.0,AZ20271021TPHBPJ2145,Either,TPH,BPJ,2027-10-21,TPH,BPJ,2145.0,2027-10-21 21:54,2027-10-22 07:13,2027-10-22 02:54,2027-10-22 10:13,
4041,Y,12,ERW,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.04046285,383.0,AZ20271021TPHBPJ9170,Either,TPH,BPJ,2027-10-21,TPH,BPJ,9170.0,2027-10-21 18:55,2027-10-22 04:14,2027-10-21 23:55,2027-10-22 07:14,
4041,Y,12,ERW,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.04046285,383.0,AZ20271022TPHBPJ2145,Either,TPH,BPJ,2027-10-22,TPH,BPJ,2145.0,2027-10-22 21:54,2027-10-23 07:13,2027-10-23 02:54,2027-10-23 10:13,
4041,Y,12,ERW,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.04046285,383.0,AZ20271022TPHBPJ9170,Either,TPH,BPJ,2027-10-22,TPH,BPJ,9170.0,2027-10-22 18:55,2027-10-23 04:14,2027-10-22 23:55,2027-10-23 07:14,
4042,C,17,OVS,SIQ,AZ20271020TPHSIQ10809,2027-10-20,TPH,SIQ,10809,2027-10-21 0:59,2027-10-21 4:47,2027-10-21 5:59,2027-10-21 8:47,0,1,4.380439725,297.0,AZ20271021TPHSIQ10809,Either,TPH,SIQ,2027-10-21,TPH,SIQ,10809.0,2027-10-22 00:59,2027-10-22 04:47,2027-10-22 05:59,2027-10-22 08:47,
4043,Y,14,ZFM,OSW,AZ20271020TPHOSW17806,2027-10-20,TPH,OSW,17806,2027-10-21 4:02,2027-10-21 6:42,2027-10-21 9:02,2027-10-21 11:42,0,2,4.875552011,707.0,,,,,,,,,,,,,
4044,C,25,TPH,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,6.924402217,,AZ20271021TPHRBR14039,Either,TPH,RBR,2027-10-21,TPH,RBR,14039.0,2027-10-22 03:53,2027-10-22 04:43,2027-10-22 08:53,2027-10-22 10:43,
4044,C,25,TPH,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,6.924402217,,AZ20271022TPHRBR14039,Either,TPH,RBR,2027-10-22,TPH,RBR,14039.0,2027-10-23 03:53,2027-10-23 04:43,2027-10-23 08:53,2027-10-23 10:43,
4044,C,25,TPH,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,6.924402217,,AZ20271022TPHRBR5443,Either,TPH,RBR,2027-10-22,TPH,RBR,5443.0,2027-10-22 18:33,2027-10-22 19:23,2027-10-22 23:33,2027-10-23 01:23,
4044,C,25,TPH,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,6.924402217,,AZ20271023TPHRBR5443,Either,TPH,RBR,2027-10-23,TPH,RBR,5443.0,2027-10-23 18:33,2027-10-23 19:23,2027-10-23 23:33,2027-10-24 01:23,
4045,Y,18,PJY,TPH,AZ20271020PJYTPH2165,2027-10-20,PJY,TPH,2165,2027-10-20 22:13,2027-10-20 23:40,2027-10-21 2:13,2027-10-21 4:40,0,1,0.354999989,,,,,,,,,,,,,,
4046,Y,21,FNX,VUY,AZ20271020TPHVUY14711,2027-10-20,TPH,VUY,14711,2027-10-20 21:44,2027-10-20 22:10,2027-10-21 2:44,2027-10-21 4:10,0,2,2.451462834,55.0,AZ20271022TPHVUY19976,Either,TPH,VUY,2027-10-22,TPH,VUY,19976.0,2027-10-22 13:36,2027-10-22 14:02,2027-10-22 18:36,2027-10-22 20:02,
4047,Y,16,QHP,GCH,AZ20271020TPHGCH2827,2027-10-20,TPH,GCH,2827,2027-10-21 4:37,2027-10-21 8:35,2027-10-21 9:37,2027-10-21 12:35,0,1,1.460380018,117.0,AZ20271022TPHGCH2827,Either,TPH,GCH,2027-10-22,TPH,GCH,2827.0,2027-10-23 04:37,2027-10-23 08:35,2027-10-23 09:37,2027-10-23 12:35,
4048,Y,11,IDK,EYF,AZ20271021TPHEYF8525,2027-10-21,TPH,EYF,8525,2027-10-21 18:57,2027-10-21 20:18,2027-10-21 23:57,2027-10-22 1:18,0,3,6.588085865,160.0,,,,,,,,,,,,,
4049,Y,11,CEF,IJA,AZ20271022CEFTPH9629,2027-10-22,CEF,TPH,9629,2027-10-22 9:24,2027-10-22 11:19,2027-10-22 14:24,2027-10-22 16:19,0,1,1.115999997,,AZ20271023CEFTPH115,Either,CEF,TPH,2027-10-23,CEF,TPH,115.0,2027-10-24 00:49,2027-10-24 02:44,2027-10-24 05:49,2027-10-24 07:44,
4050,Y,12,EID,KHR,AZ20271020TPHKHR19705,2027-10-20,TPH,KHR,19705,2027-10-20 17:40,2027-10-20 18:55,2027-10-20 22:40,2027-10-21 0:55,0,3,2.697387513,54.0,,,,,,,,,,,,,
4051,Y,22,ERW,ZFM,AZ20271021ERWTPH18607,2027-10-21,ERW,TPH,18607,2027-10-21 20:43,2027-10-21 22:21,2027-10-22 0:43,2027-10-22 3:21,0,1,4.629724776,,AZ20271023ERWTPH18607,Either,ERW,TPH,2027-10-23,ERW,TPH,18607.0,2027-10-23 20:43,2027-10-23 22:21,2027-10-24 00:43,2027-10-24 03:21,
4052,Y,11,OYC,NWY,AZ20271020OYCTPH17708,2027-10-20,OYC,TPH,17708,2027-10-20 19:25,2027-10-20 20:44,2027-10-20 23:25,2027-10-21 1:44,0,1,7.366227245,,AZ20271022OYCTPH17708,Either,OYC,TPH,2027-10-22,OYC,TPH,17708.0,2027-10-22 19:25,2027-10-22 20:44,2027-10-22 23:25,2027-10-23 01:44,
4053,Y,10,VRP,ERW,AZ20271020TPHERW7675,2027-10-20,TPH,ERW,7675,2027-10-20 13:47,2027-10-20 17:16,2027-10-20 18:47,2027-10-20 21:16,0,1,2.186079979,136.0,AZ20271021TPHERW5969,Either,TPH,ERW,2027-10-21,TPH,ERW,5969.0,2027-10-22 00:37,2027-10-22 04:06,2027-10-22 05:37,2027-10-22 08:06,
4054,Y,19,NAD,IPF,AZ20271022NADTPH3095,2027-10-22,NAD,TPH,3095,2027-10-22 14:35,2027-10-22 16:44,2027-10-22 19:35,2027-10-22 21:44,0,1,4.292757144,,AZ20271023NADTPH13465,Either,NAD,TPH,2027-10-23,NAD,TPH,13465.0,2027-10-23 20:59,2027-10-23 23:08,2027-10-24 01:59,2027-10-24 04:08,
4055,Y,20,VUY,TPH,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,1,9.40260002,,AZ20271023VUYTPH16041,Either,VUY,TPH,2027-10-23,VUY,TPH,16041.0,2027-10-23 20:25,2027-10-23 22:49,2027-10-24 02:25,2027-10-24 03:49,
4055,Y,20,VUY,TPH,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,1,9.40260002,,AZ20271023VUYTPH2927,Either,VUY,TPH,2027-10-23,VUY,TPH,2927.0,2027-10-23 23:08,2027-10-24 01:32,2027-10-24 05:08,2027-10-24 06:32,
4055,Y,20,VUY,TPH,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,1,9.40260002,,AZ20271023VUYTPH4376,Either,VUY,TPH,2027-10-23,VUY,TPH,4376.0,2027-10-24 00:26,2027-10-24 02:50,2027-10-24 06:26,2027-10-24 07:50,
4055,Y,20,VUY,TPH,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,1,9.40260002,,AZ20271024VUYTPH11209,Either,VUY,TPH,2027-10-24,VUY,TPH,11209.0,2027-10-24 10:20,2027-10-24 12:44,2027-10-24 16:20,2027-10-24 17:44,
4055,Y,20,VUY,TPH,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,1,9.40260002,,AZ20271024VUYTPH5659,Either,VUY,TPH,2027-10-24,VUY,TPH,5659.0,2027-10-24 12:02,2027-10-24 14:26,2027-10-24 18:02,2027-10-24 19:26,
4056,Y,19,NWY,TPH,AZ20271022NWYTPH14133,2027-10-22,NWY,TPH,14133,2027-10-22 8:45,2027-10-22 12:26,2027-10-22 13:45,2027-10-22 17:26,0,1,3.239999995,,,,,,,,,,,,,,
4057,C,25,OLT,DFP,AZ20271022OLTTPH9791,2027-10-22,OLT,TPH,9791,2027-10-22 7:21,2027-10-22 16:45,2027-10-22 15:21,2027-10-22 21:45,0,1,4.166178948,,AZ20271023OLTTPH9791,Either,OLT,TPH,2027-10-23,OLT,TPH,9791.0,2027-10-23 07:21,2027-10-23 16:45,2027-10-23 15:21,2027-10-23 21:45,
4058,Y,0,NAD,TPH,AZ20271022NADTPH3095,2027-10-22,NAD,TPH,3095,2027-10-22 14:35,2027-10-22 16:44,2027-10-22 19:35,2027-10-22 21:44,0,4,2.25,,,,,,,,,,,,,,
4059,Y,20,VLL,OSW,AZ20271021TPHOSW2173,2027-10-21,TPH,OSW,2173,2027-10-21 13:48,2027-10-21 16:28,2027-10-21 18:48,2027-10-21 21:28,0,3,5.4903798,48.0,,,,,,,,,,,,,
4060,Y,19,TPH,EYF,AZ20271020TPHEYF898,2027-10-20,TPH,EYF,898,2027-10-20 15:44,2027-10-20 17:05,2027-10-20 20:44,2027-10-20 22:05,0,2,2.254999995,,,,,,,,,,,,,,
4061,Y,11,CEF,IJA,AZ20271022CEFTPH9629,2027-10-22,CEF,TPH,9629,2027-10-22 9:24,2027-10-22 11:19,2027-10-22 14:24,2027-10-22 16:19,0,1,1.082000002,,AZ20271023CEFTPH115,Either,CEF,TPH,2027-10-23,CEF,TPH,115.0,2027-10-24 00:49,2027-10-24 02:44,2027-10-24 05:49,2027-10-24 07:44,
4062,Y,22,TPH,VUY,AZ20271020TPHVUY14711,2027-10-20,TPH,VUY,14711,2027-10-20 21:44,2027-10-20 22:10,2027-10-21 2:44,2027-10-21 4:10,0,1,2.317785007,,AZ20271022TPHVUY2154,Either,TPH,VUY,2027-10-22,TPH,VUY,2154.0,2027-10-22 13:44,2027-10-22 14:10,2027-10-22 18:44,2027-10-22 20:10,
4063,Y,19,LXO,NWY,AZ20271021TPHNWY10061,2027-10-21,TPH,NWY,10061,2027-10-21 18:19,2027-10-21 21:56,2027-10-21 23:19,2027-10-22 2:56,0,1,1.304739982,352.0,AZ20271022TPHNWY19873,Either,TPH,NWY,2027-10-22,TPH,NWY,19873.0,2027-10-23 03:57,2027-10-23 07:34,2027-10-23 08:57,2027-10-23 12:34,
4064,Y,22,TPH,VUY,AZ20271020TPHVUY14711,2027-10-20,TPH,VUY,14711,2027-10-20 21:44,2027-10-20 22:10,2027-10-21 2:44,2027-10-21 4:10,0,1,0.179820001,,AZ20271022TPHQXG14385,Either,TPH,QXG,2027-10-22,TPH,QXG,14385.0,2027-10-22 13:40,2027-10-22 15:08,2027-10-22 18:40,2027-10-22 21:08,
4064,Y,22,TPH,VUY,AZ20271020TPHVUY14711,2027-10-20,TPH,VUY,14711,2027-10-20 21:44,2027-10-20 22:10,2027-10-21 2:44,2027-10-21 4:10,0,1,0.179820001,,AZ20271022QXGVUY8894,Either,QXG,VUY,2027-10-22,QXG,VUY,8894.0,2027-10-22 15:31,2027-10-22 17:13,2027-10-22 21:31,2027-10-22 23:13,88.0
4065,Y,22,EID,CEF,AZ20271021EIDTPH2049,2027-10-21,EID,TPH,2049,2027-10-21 18:14,2027-10-21 19:48,2027-10-21 23:14,2027-10-22 0:48,0,1,3.281925005,,,,,,,,,,,,,,
4066,Y,10,TZJ,VUY,AZ20271020TZJTPH14894,2027-10-20,TZJ,TPH,14894,2027-10-20 18:33,2027-10-20 20:23,2027-10-20 23:33,2027-10-21 1:23,0,2,6.838527178,,,,,,,,,,,,,,
4066,Y,10,TZJ,VUY,AZ20271020TPHVUY13778,2027-10-20,TPH,VUY,13778,2027-10-21 0:48,2027-10-21 1:14,2027-10-21 5:48,2027-10-21 7:14,0,2,6.838527178,265.0,AZ20271021TPHVUY10006,Either,TPH,VUY,2027-10-21,TPH,VUY,10006.0,2027-10-22 01:09,2027-10-22 01:35,2027-10-22 06:09,2027-10-22 07:35,
4067,Y,0,ZRR,NWY,AZ20271020TPHNWY16107,2027-10-20,TPH,NWY,16107,2027-10-20 15:24,2027-10-20 19:01,2027-10-20 20:24,2027-10-21 0:01,0,1,1.442000002,241.0,AZ20271021TPHNWY8238,Either,TPH,NWY,2027-10-21,TPH,NWY,8238.0,2027-10-22 01:00,2027-10-22 04:42,2027-10-22 06:00,2027-10-22 09:42,
4068,Y,11,GCH,ERW,AZ20271020TPHERW7675,2027-10-20,TPH,ERW,7675,2027-10-20 13:47,2027-10-20 17:16,2027-10-20 18:47,2027-10-20 21:16,0,1,2.447462856,85.0,AZ20271022TPHERW7675,Either,TPH,ERW,2027-10-22,TPH,ERW,7675.0,2027-10-22 13:47,2027-10-22 17:16,2027-10-22 18:47,2027-10-22 21:16,
4069,Y,22,NAD,TPH,AZ20271020NADTPH13465,2027-10-20,NAD,TPH,13465,2027-10-20 20:59,2027-10-20 23:08,2027-10-21 1:59,2027-10-21 4:08,0,1,3.887962504,,AZ20271022NADTPH19219,Either,NAD,TPH,2027-10-22,NAD,TPH,19219.0,2027-10-22 18:34,2027-10-22 20:43,2027-10-22 23:34,2027-10-23 01:43,
4070,Y,14,PJY,TZJ,AZ20271020PJYTPH2165,2027-10-20,PJY,TPH,2165,2027-10-20 22:13,2027-10-20 23:40,2027-10-21 2:13,2027-10-21 4:40,0,1,3.67125496,,,,,,,,,,,,,,
4071,Y,4,CEF,KHL,AZ20271021CEFTPH15360,2027-10-21,CEF,TPH,15360,2027-10-21 12:32,2027-10-21 14:27,2027-10-21 17:32,2027-10-21 19:27,0,2,4.859609832,,AZ20271023CEFTPH9629,Either,CEF,TPH,2027-10-23,CEF,TPH,9629.0,2027-10-23 09:24,2027-10-23 11:19,2027-10-23 14:24,2027-10-23 16:19,
4072,Y,10,TPH,SIQ,AZ20271020TPHSIQ10809,2027-10-20,TPH,SIQ,10809,2027-10-21 0:59,2027-10-21 4:47,2027-10-21 5:59,2027-10-21 8:47,0,1,2.915000021,,AZ20271022TPHSIQ10809,Either,TPH,SIQ,2027-10-22,TPH,SIQ,10809.0,2027-10-23 00:59,2027-10-23 04:47,2027-10-23 05:59,2027-10-23 08:47,
4073,Y,18,IPF,EBG,AZ20271021TPHEBG4711,2027-10-21,TPH,EBG,4711,2027-10-22 0:50,2027-10-22 4:10,2027-10-22 5:50,2027-10-22 8:10,0,2,4.897394105,144.0,AZ20271022TPHEBG19659,Either,TPH,EBG,2027-10-22,TPH,EBG,19659.0,2027-10-22 14:58,2027-10-22 18:18,2027-10-22 19:58,2027-10-22 22:18,
4074,Y,6,ALN,VUY,AZ20271021TPHVUY11871,2027-10-21,TPH,VUY,11871,2027-10-22 3:35,2027-10-22 4:01,2027-10-22 8:35,2027-10-22 10:01,0,1,5.17990909,72.0,AZ20271023TPHVUY14711,Either,TPH,VUY,2027-10-23,TPH,VUY,14711.0,2027-10-23 21:44,2027-10-23 22:10,2027-10-24 02:44,2027-10-24 04:10,
4075,Y,0,TPH,PGM,AZ20271020TPHPGM8800,2027-10-20,TPH,PGM,8800,2027-10-21 4:41,2027-10-21 5:50,2027-10-21 9:41,2027-10-21 11:50,0,1,0.0799999982118607,,,,,,,,,,,,,,
4076,Y,4,MHI,VUY,AZ20271020TPHVUY14711,2027-10-20,TPH,VUY,14711,2027-10-20 21:44,2027-10-20 22:10,2027-10-21 2:44,2027-10-21 4:10,0,2,3.604849989,127.0,AZ20271022TPHVUY2154,Either,TPH,VUY,2027-10-22,TPH,VUY,2154.0,2027-10-22 13:44,2027-10-22 14:10,2027-10-22 18:44,2027-10-22 20:10,
4077,Y,21,ERW,PGM,AZ20271021TPHPGM8800,2027-10-21,TPH,PGM,8800,2027-10-22 4:41,2027-10-22 5:50,2027-10-22 9:41,2027-10-22 11:50,0,1,1.43599999,191.0,,,,,,,,,,,,,
4078,Y,22,CEF,FHY,AZ20271020TPHFHY5119,2027-10-20,TPH,FHY,5119,2027-10-20 15:34,2027-10-20 18:30,2027-10-20 20:34,2027-10-20 22:30,0,1,1.317499995,67.0,AZ20271020TPHFHY13713,Either,TPH,FHY,2027-10-20,TPH,FHY,13713.0,2027-10-20 18:00,2027-10-20 20:56,2027-10-20 23:00,2027-10-21 00:56,
4079,Y,19,VUY,ZFM,AZ20271020VUYTPH2927,2027-10-20,VUY,TPH,2927,2027-10-20 23:08,2027-10-21 1:32,2027-10-21 5:08,2027-10-21 6:32,0,1,4.939841998,,AZ20271021VUYTPH8894,Either,VUY,TPH,2027-10-21,VUY,TPH,8894.0,2027-10-21 18:08,2027-10-21 20:32,2027-10-22 00:08,2027-10-22 01:32,
4080,Y,18,QXG,BPJ,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,3.444252907,,AZ20271022QXGTPH5591,Either,QXG,TPH,2027-10-22,QXG,TPH,5591.0,2027-10-22 23:18,2027-10-23 02:43,2027-10-23 05:18,2027-10-23 07:43,
4080,Y,18,QXG,BPJ,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,3.444252907,,AZ20271023QXGTPH15389,Either,QXG,TPH,2027-10-23,QXG,TPH,15389.0,2027-10-23 11:03,2027-10-23 14:28,2027-10-23 17:03,2027-10-23 19:28,
4080,Y,18,QXG,BPJ,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,3.444252907,,AZ20271023QXGTPH2732,Either,QXG,TPH,2027-10-23,QXG,TPH,2732.0,2027-10-23 13:31,2027-10-23 16:56,2027-10-23 19:31,2027-10-23 21:56,
4080,Y,18,QXG,BPJ,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,3.444252907,,AZ20271023QXGTPH2972,Either,QXG,TPH,2027-10-23,QXG,TPH,2972.0,2027-10-23 18:59,2027-10-23 22:24,2027-10-24 00:59,2027-10-24 03:24,
4080,Y,18,QXG,BPJ,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,3.444252907,,AZ20271024QXGTPH2732,Either,QXG,TPH,2027-10-24,QXG,TPH,2732.0,2027-10-24 13:31,2027-10-24 16:56,2027-10-24 19:31,2027-10-24 21:56,
