RECLOC,ORIG_CD,DEST_CD,DEP_KEY,FLT_NUM,DEP_DTMZ,ARR_DTMZ,PAX_CNT,NEW_DEPKEY,NEW_DEP_DTMZ,NEW_ARR_DTMZ,DELAY
13756,QHP,TPH,AZ20271022QHPTPH11312,11312,2027-10-22 22:40:00,2027-10-23 01:49:00,1,AZ20271023QHPTPH19553,2027-10-24 00:16:00,2027-10-24 03:25:00,1 days 01:36:00
1375,EYF,TPH,AZ20271021EYFTPH19533,19533,2027-10-21 17:53:00,2027-10-21 19:21:00,1,AZ20271021EYFTPH8027,2027-10-21 20:41:00,2027-10-21 22:09:00,0 days 02:48:00
1375,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271021TPHZFM3101,2027-10-22 02:55:00,2027-10-22 09:30:00,0 days 03:58:00
13762,TPH,BJQ,AZ20271020TPHBJQ13215,13215,2027-10-21 09:47:00,2027-10-21 14:48:00,1,AZ20271021TPHBJQ13215,2027-10-22 09:47:00,2027-10-22 14:48:00,1 days 00:00:00
13763,TPH,NWY,AZ20271020TPHNWY19873,19873,2027-10-21 08:57:00,2027-10-21 12:34:00,3,AZ20271022TPHNWY7746,2027-10-23 08:55:00,2027-10-23 12:32:00,1 days 23:58:00
13764,TPH,FHY,AZ20271021TPHFHY5119,5119,2027-10-21 20:34:00,2027-10-21 22:30:00,1,AZ20271021TPHFHY13713,2027-10-21 23:00:00,2027-10-22 00:56:00,0 days 02:26:00
13765,TPH,HHO,AZ20271021TPHHHO8010,8010,2027-10-22 08:51:00,2027-10-22 14:04:00,1,AZ20271023TPHHHO3567,2027-10-23 18:54:00,2027-10-24 00:07:00,1 days 10:03:00
13767,TPH,EID,AZ20271021TPHEID19483,19483,2027-10-21 20:38:00,2027-10-21 22:19:00,1,AZ20271022TPHEID12343,2027-10-23 08:59:00,2027-10-23 10:40:00,1 days 12:21:00
13768,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,2,AZ20271022TPHCEF1499,2027-10-23 05:48:00,2027-10-23 07:50:00,2 days 09:02:00
13769,TPH,HHO,AZ20271021TPHHHO8010,8010,2027-10-22 08:51:00,2027-10-22 14:04:00,1,AZ20271023TPHHHO9792,2027-10-24 05:30:00,2027-10-24 10:48:00,1 days 20:44:00
13769,EID,TPH,AZ20271021EIDTPH2049,2049,2027-10-21 23:14:00,2027-10-22 00:48:00,1,AZ20271023EIDTPH12929,2027-10-24 02:20:00,2027-10-24 03:54:00,2 days 03:06:00
1376,TPH,JDP,AZ20271021TPHJDP11398,11398,2027-10-22 08:41:00,2027-10-22 12:31:00,1,AZ20271023TPHJDP3458,2027-10-23 18:33:00,2027-10-23 21:26:00,1 days 08:55:00
13770,TPH,TZJ,AZ20271020TPHTZJ19978,19978,2027-10-20 19:09:00,2027-10-20 20:49:00,1,AZ20271020TPHTZJ10148,2027-10-21 08:43:00,2027-10-21 10:23:00,0 days 13:34:00
13771,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,1,AZ20271023TPHGCH2827,2027-10-24 09:37:00,2027-10-24 12:35:00,3 days 00:00:00
13772,TPH,ECZ,AZ20271020TPHECZ8227,8227,2027-10-21 08:52:00,2027-10-21 10:09:00,1,AZ20271022TPHECZ8227,2027-10-23 08:52:00,2027-10-23 10:09:00,2 days 00:00:00
13773,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,1,AZ20271023OSWTPH11969,2027-10-23 16:30:00,2027-10-23 19:14:00,1 days 00:00:00
13774,VUY,TPH,AZ20271020VUYTPH16041,16041,2027-10-21 02:25:00,2027-10-21 03:49:00,1,AZ20271022VUYTPH16041,2027-10-23 02:25:00,2027-10-23 03:49:00,2 days 00:00:00
13776,TPH,NWY,AZ20271020TPHNWY19873,19873,2027-10-21 08:57:00,2027-10-21 12:34:00,2,AZ20271023TPHNWY8238,2027-10-24 06:00:00,2027-10-24 09:42:00,2 days 21:08:00
1377,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,1,AZ20271021TPHIJA13612,2027-10-21 23:16:00,2027-10-22 00:30:00,1 days 00:00:00
13781,GCH,TPH,AZ20271021GCHTPH9724,9724,2027-10-21 13:58:00,2027-10-21 17:22:00,2,AZ20271022GCHTPH9724,2027-10-22 13:58:00,2027-10-22 17:22:00,1 days 00:00:00
13783,RHP,TPH,AZ20271021RHPTPH851,851,2027-10-22 04:12:00,2027-10-22 07:40:00,2,AZ20271022RHPTPH12951,2027-10-22 21:53:00,2027-10-23 01:21:00,0 days 17:41:00
13783,TPH,EID,AZ20271021TPHEID12343,12343,2027-10-22 08:59:00,2027-10-22 10:40:00,2,AZ20271023TPHEID19483,2027-10-23 20:38:00,2027-10-23 22:19:00,1 days 11:39:00
13784,TPH,ALN,AZ20271020TPHALN8203,8203,2027-10-20 20:25:00,2027-10-21 00:22:00,1,AZ20271022TPHALN18534,2027-10-23 06:11:00,2027-10-23 10:18:00,2 days 09:56:00
13787,TPH,GCH,AZ20271020TPHGCH2827,2827,2027-10-21 09:37:00,2027-10-21 12:35:00,1,AZ20271021TPHGCH2827,2027-10-22 09:37:00,2027-10-22 12:35:00,1 days 00:00:00
13792,VUY,TPH,AZ20271020VUYTPH16041,16041,2027-10-21 02:25:00,2027-10-21 03:49:00,1,AZ20271022VUYTPH16041,2027-10-23 02:25:00,2027-10-23 03:49:00,2 days 00:00:00
13793,TZJ,TPH,AZ20271021TZJTPH6737,6737,2027-10-22 02:23:00,2027-10-22 04:13:00,1,AZ20271023TZJTPH13898,2027-10-23 22:40:00,2027-10-24 00:30:00,1 days 20:17:00
13796,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,1,AZ20271022TPHCHC5640,2027-10-23 02:59:00,2027-10-23 09:59:00,1 days 17:19:00
13797,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,1,AZ20271023TPHCHC5640,2027-10-24 02:59:00,2027-10-24 09:59:00,2 days 17:19:00
13798,TPH,NWY,AZ20271020TPHNWY19873,19873,2027-10-21 08:57:00,2027-10-21 12:34:00,2,AZ20271022TPHNWY4086,2027-10-23 02:35:00,2027-10-23 06:17:00,1 days 17:43:00
1379,TZJ,TPH,AZ20271022TZJTPH10249,10249,2027-10-22 20:05:00,2027-10-22 21:55:00,2,AZ20271022TZJTPH6737,2027-10-23 02:23:00,2027-10-23 04:13:00,0 days 06:18:00
13800,EBG,TPH,AZ20271022EBGTPH6882,6882,2027-10-22 19:06:00,2027-10-22 21:35:00,2,AZ20271023EBGTPH18974,2027-10-24 02:17:00,2027-10-24 04:48:00,1 days 07:13:00
13802,TZJ,TPH,AZ20271021TZJTPH6737,6737,2027-10-22 02:23:00,2027-10-22 04:13:00,1,AZ20271021TZJTPH11611,2027-10-22 05:21:00,2027-10-22 07:11:00,0 days 02:58:00
13803,TZJ,TPH,AZ20271020TZJTPH13898,13898,2027-10-20 22:40:00,2027-10-21 00:30:00,1,AZ20271022TZJTPH16021,2027-10-22 17:32:00,2027-10-22 19:22:00,1 days 18:52:00
13804,VUY,TPH,AZ20271021VUYTPH11209,11209,2027-10-21 16:20:00,2027-10-21 17:44:00,1,AZ20271022VUYTPH16041,2027-10-23 02:25:00,2027-10-23 03:49:00,1 days 10:05:00
13805,RHP,TPH,AZ20271021RHPTPH851,851,2027-10-22 04:12:00,2027-10-22 07:40:00,1,AZ20271022RHPTPH12951,2027-10-22 21:53:00,2027-10-23 01:21:00,0 days 17:41:00
13805,TPH,EID,AZ20271021TPHEID12343,12343,2027-10-22 08:59:00,2027-10-22 10:40:00,1,AZ20271023TPHEID19483,2027-10-23 20:38:00,2027-10-23 22:19:00,1 days 11:39:00
13806,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,1,AZ20271022OSWTPH14001,2027-10-22 18:35:00,2027-10-22 21:19:00,0 days 02:05:00
13808,NAD,TPH,AZ20271021NADTPH19219,19219,2027-10-21 23:34:00,2027-10-22 01:43:00,1,AZ20271022NADTPH10482,2027-10-22 15:41:00,2027-10-22 17:50:00,0 days 16:07:00
1380,TPH,TZJ,AZ20271021TPHTZJ14583,14583,2027-10-21 22:58:00,2027-10-22 00:38:00,1,AZ20271023TPHTZJ17820,2027-10-24 02:46:00,2027-10-24 04:26:00,2 days 03:48:00
13812,TPH,EBG,AZ20271021TPHEBG4711,4711,2027-10-22 05:50:00,2027-10-22 08:10:00,1,AZ20271022TPHEBG1918,2027-10-22 22:48:00,2027-10-23 01:08:00,0 days 16:58:00
13813,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,1,AZ20271023OSWTPH19197,2027-10-23 22:41:00,2027-10-24 01:25:00,1 days 06:11:00
13815,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,1,AZ20271022TPHEID19483,2027-10-22 20:38:00,2027-10-22 22:19:00,1 days 17:59:00
13817,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271022TPHCEF5474,2027-10-23 02:48:00,2027-10-23 04:50:00,2 days 06:02:00
13818,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271022TPHCEF5474,2027-10-23 02:48:00,2027-10-23 04:50:00,2 days 06:02:00
13819,TPH,VUY,AZ20271020TPHVUY109,109,2027-10-20 23:21:00,2027-10-21 00:47:00,2,AZ20271022TPHVUY10006,2027-10-23 06:09:00,2027-10-23 07:35:00,2 days 06:48:00
1381,FHY,TPH,AZ20271020FHYTPH19214,19214,2027-10-20 23:31:00,2027-10-21 01:41:00,1,AZ20271021FHYTPH10835,2027-10-22 01:56:00,2027-10-22 04:06:00,1 days 02:25:00
13820,EYF,TPH,AZ20271021EYFTPH3093,3093,2027-10-21 16:03:00,2027-10-21 17:31:00,1,AZ20271021EYFTPH14730,2027-10-21 20:53:00,2027-10-21 22:21:00,0 days 04:50:00
13822,TPH,NWY,AZ20271020TPHNWY19873,19873,2027-10-21 08:57:00,2027-10-21 12:34:00,1,AZ20271022TPHNWY19873,2027-10-23 08:57:00,2027-10-23 12:34:00,2 days 00:00:00
13823,EYF,TPH,AZ20271020EYFTPH7127,7127,2027-10-20 23:37:00,2027-10-21 01:05:00,1,AZ20271021EYFTPH17051,2027-10-22 05:08:00,2027-10-22 06:36:00,1 days 05:31:00
13824,QHP,TPH,AZ20271020QHPTPH16478,16478,2027-10-21 00:48:00,2027-10-21 03:57:00,1,AZ20271022QHPTPH4704,2027-10-23 04:31:00,2027-10-23 07:40:00,2 days 03:43:00
13825,TPH,NWY,AZ20271021TPHNWY7746,7746,2027-10-22 08:55:00,2027-10-22 12:32:00,2,AZ20271021TPHNWY19873,2027-10-22 08:57:00,2027-10-22 12:34:00,0 days 00:02:00
13826,GIW,TPH,AZ20271022GIWTPH2504,2504,2027-10-22 19:33:00,2027-10-23 00:41:00,1,AZ20271022GIWTPH2307,2027-10-23 02:39:00,2027-10-23 07:47:00,0 days 07:06:00
13827,PTP,TPH,AZ20271022PTPTPH8485,8485,2027-10-22 11:06:00,2027-10-22 17:38:00,1,AZ20271022PTPTPH16212,2027-10-22 15:06:00,2027-10-22 21:38:00,0 days 04:00:00
13829,BPJ,TPH,AZ20271021BPJTPH3818,3818,2027-10-21 20:26:00,2027-10-22 03:52:00,3,AZ20271024BPJTPH3818,2027-10-24 20:26:00,2027-10-25 03:52:00,3 days 00:00:00
1382,ERW,TPH,AZ20271022ERWTPH11457,11457,2027-10-22 16:35:00,2027-10-22 19:17:00,1,AZ20271023ERWTPH18828,2027-10-24 03:52:00,2027-10-24 06:30:00,1 days 11:13:00
13830,EYF,TPH,AZ20271020EYFTPH7127,7127,2027-10-20 23:37:00,2027-10-21 01:05:00,1,AZ20271020EYFTPH17051,2027-10-21 05:08:00,2027-10-21 06:36:00,0 days 05:31:00
13834,QHP,TPH,AZ20271021QHPTPH16478,16478,2027-10-22 00:48:00,2027-10-22 03:57:00,3,AZ20271023QHPTPH11312,2027-10-23 22:40:00,2027-10-24 01:49:00,1 days 21:52:00
13835,TPH,LIZ,AZ20271021TPHLIZ17269,17269,2027-10-22 00:09:00,2027-10-22 02:48:00,1,AZ20271022TPHLIZ17041,2027-10-22 23:59:00,2027-10-23 02:38:00,0 days 23:50:00
13838,QHP,TPH,AZ20271020QHPTPH16478,16478,2027-10-21 00:48:00,2027-10-21 03:57:00,1,AZ20271022QHPTPH16478,2027-10-23 00:48:00,2027-10-23 03:57:00,2 days 00:00:00
13840,TPH,ERW,AZ20271020TPHERW7675,7675,2027-10-20 18:47:00,2027-10-20 21:16:00,2,AZ20271023TPHERW7675,2027-10-23 18:47:00,2027-10-23 21:16:00,3 days 00:00:00
13841,ALN,TPH,AZ20271022ALNTPH7450,7450,2027-10-22 22:03:00,2027-10-23 01:43:00,1,AZ20271024ALNTPH7371,2027-10-24 14:08:00,2027-10-24 17:45:00,1 days 16:02:00
13843,IJA,TPH,AZ20271022IJATPH19852,19852,2027-10-22 17:57:00,2027-10-22 19:18:00,1,AZ20271023IJATPH13785,2027-10-23 20:51:00,2027-10-23 22:12:00,1 days 02:54:00
13844,VUY,TPH,AZ20271020VUYTPH2927,2927,2027-10-21 05:08:00,2027-10-21 06:32:00,1,AZ20271022VUYTPH16041,2027-10-23 02:25:00,2027-10-23 03:49:00,1 days 21:17:00
13845,TPH,NAD,AZ20271021TPHNAD12819,12819,2027-10-21 20:22:00,2027-10-21 22:39:00,1,AZ20271023TPHNAD18287,2027-10-23 22:47:00,2027-10-24 01:04:00,2 days 02:25:00
13846,TPH,RHP,AZ20271020TPHRHP16724,16724,2027-10-21 05:42:00,2027-10-21 09:12:00,1,AZ20271023TPHRHP16724,2027-10-24 05:42:00,2027-10-24 09:12:00,3 days 00:00:00
13847,TPH,KHL,AZ20271021TPHKHL15796,15796,2027-10-22 02:47:00,2027-10-22 09:49:00,1,AZ20271022TPHKHL15796,2027-10-23 02:47:00,2027-10-23 09:49:00,1 days 00:00:00
13848,VUY,TPH,AZ20271021VUYTPH18329,18329,2027-10-21 23:16:00,2027-10-22 00:40:00,1,AZ20271022VUYTPH2927,2027-10-23 05:08:00,2027-10-23 06:32:00,1 days 05:52:00
1384,TPH,ECZ,AZ20271020TPHECZ8227,8227,2027-10-21 08:52:00,2027-10-21 10:09:00,1,AZ20271021TPHECZ8227,2027-10-22 08:52:00,2027-10-22 10:09:00,1 days 00:00:00
13850,TPH,CEF,AZ20271021TPHCEF5687,5687,2027-10-22 09:43:00,2027-10-22 11:45:00,2,AZ20271023TPHCEF1499,2027-10-24 05:48:00,2027-10-24 07:50:00,1 days 20:05:00
13854,TPH,SIQ,AZ20271020TPHSIQ10809,10809,2027-10-21 05:59:00,2027-10-21 08:47:00,1,AZ20271022TPHSIQ10809,2027-10-23 05:59:00,2027-10-23 08:47:00,2 days 00:00:00
13857,TPH,EYF,AZ20271021TPHEYF898,898,2027-10-21 20:44:00,2027-10-21 22:05:00,1,AZ20271023TPHEYF15612,2027-10-24 05:44:00,2027-10-24 07:05:00,2 days 09:00:00
13859,TPH,TZJ,AZ20271021TPHTZJ10148,10148,2027-10-22 08:43:00,2027-10-22 10:23:00,1,AZ20271023TPHTZJ3518,2027-10-23 20:35:00,2027-10-23 22:15:00,1 days 11:52:00
13861,TPH,EID,AZ20271021TPHEID12343,12343,2027-10-22 08:59:00,2027-10-22 10:40:00,2,AZ20271024TPHEID787,2027-10-24 23:01:00,2027-10-25 00:42:00,2 days 14:02:00
13862,TPH,QXG,AZ20271020TPHQXG9080,9080,2027-10-21 05:47:00,2027-10-21 08:15:00,1,AZ20271021TPHQXG7185,2027-10-21 20:43:00,2027-10-21 23:11:00,0 days 14:56:00
13863,TPH,NAD,AZ20271021TPHNAD12819,12819,2027-10-21 20:22:00,2027-10-21 22:39:00,3,AZ20271022TPHNAD18287,2027-10-22 22:47:00,2027-10-23 01:04:00,1 days 02:25:00
13865,TPH,TZJ,AZ20271020TPHTZJ3518,3518,2027-10-20 20:35:00,2027-10-20 22:15:00,1,AZ20271022TPHTZJ10148,2027-10-23 08:43:00,2027-10-23 10:23:00,2 days 12:08:00
13866,TZJ,TPH,AZ20271022TZJTPH10249,10249,2027-10-22 20:05:00,2027-10-22 21:55:00,2,AZ20271022TZJTPH13898,2027-10-22 22:40:00,2027-10-23 00:30:00,0 days 02:35:00
13867,QHP,TPH,AZ20271020QHPTPH16478,16478,2027-10-21 00:48:00,2027-10-21 03:57:00,3,AZ20271023QHPTPH2890,2027-10-23 18:44:00,2027-10-23 21:53:00,2 days 17:56:00
13868,TPH,QHP,AZ20271021TPHQHP16158,16158,2027-10-22 08:38:00,2027-10-22 11:46:00,1,AZ20271024TPHQHP10566,2027-10-25 00:03:00,2027-10-25 03:11:00,2 days 15:25:00
13871,TPH,HIP,AZ20271021TPHHIP18790,18790,2027-10-22 05:52:00,2027-10-22 07:18:00,1,AZ20271022TPHHIP18790,2027-10-23 05:52:00,2027-10-23 07:18:00,1 days 00:00:00
13872,TPH,OLT,AZ20271020TPHOLT8798,8798,2027-10-20 19:03:00,2027-10-21 02:15:00,1,AZ20271020TPHOLT17144,2027-10-20 23:07:00,2027-10-21 06:19:00,0 days 04:04:00
13874,TPH,PTP,AZ20271021TPHPTP10725,10725,2027-10-22 02:55:00,2027-10-22 09:36:00,4,AZ20271022TPHPTP8447,2027-10-23 05:56:00,2027-10-23 12:37:00,1 days 03:01:00
13875,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,1,AZ20271024OSWTPH11969,2027-10-24 16:30:00,2027-10-24 19:14:00,2 days 00:00:00
13876,TPH,TZJ,AZ20271021TPHTZJ14583,14583,2027-10-21 22:58:00,2027-10-22 00:38:00,1,AZ20271023TPHTZJ14583,2027-10-23 22:58:00,2027-10-24 00:38:00,2 days 00:00:00
13877,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,2,AZ20271023TPHEID787,2027-10-23 23:01:00,2027-10-24 00:42:00,2 days 20:22:00
13879,TPH,EBG,AZ20271021TPHEBG4711,4711,2027-10-22 05:50:00,2027-10-22 08:10:00,1,AZ20271023TPHEBG5086,2027-10-24 09:49:00,2027-10-24 12:09:00,2 days 03:59:00
13881,TPH,NAD,AZ20271020TPHNAD8686,8686,2027-10-21 05:31:00,2027-10-21 07:48:00,1,AZ20271021TPHNAD18287,2027-10-21 22:47:00,2027-10-22 01:04:00,0 days 17:16:00
13882,RHP,TPH,AZ20271021RHPTPH851,851,2027-10-22 04:12:00,2027-10-22 07:40:00,2,AZ20271022RHPTPH851,2027-10-23 04:12:00,2027-10-23 07:40:00,1 days 00:00:00
13882,TPH,EID,AZ20271021TPHEID12343,12343,2027-10-22 08:59:00,2027-10-22 10:40:00,2,AZ20271023TPHEID19483,2027-10-23 20:38:00,2027-10-23 22:19:00,1 days 11:39:00
13885,TPH,TZJ,AZ20271020TPHTZJ19978,19978,2027-10-20 19:09:00,2027-10-20 20:49:00,1,AZ20271020TPHTZJ10685,2027-10-21 09:39:00,2027-10-21 11:19:00,0 days 14:30:00
13886,BPJ,TPH,AZ20271021BPJTPH3818,3818,2027-10-21 20:26:00,2027-10-22 03:52:00,1,AZ20271024BPJTPH16910,2027-10-24 10:07:00,2027-10-24 17:33:00,2 days 13:41:00
13887,TPH,VUY,AZ20271021TPHVUY17637,17637,2027-10-21 20:33:00,2027-10-21 21:59:00,1,AZ20271022TPHVUY2154,2027-10-22 18:44:00,2027-10-22 20:10:00,0 days 22:11:00
13888,JDP,TPH,AZ20271022JDPTPH15178,15178,2027-10-22 17:39:00,2027-10-22 19:20:00,1,AZ20271022JDPTPH16414,2027-10-22 19:10:00,2027-10-22 21:51:00,0 days 02:31:00
13889,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271021TPHPSX6156,2027-10-22 09:46:00,2027-10-22 11:49:00,1 days 10:50:00
13893,TPH,CEF,AZ20271020TPHCEF1499,1499,2027-10-21 05:48:00,2027-10-21 07:50:00,1,AZ20271022TPHCEF5687,2027-10-23 09:43:00,2027-10-23 11:45:00,2 days 03:55:00
13894,TPH,HIP,AZ20271021TPHHIP18790,18790,2027-10-22 05:52:00,2027-10-22 07:18:00,1,AZ20271022TPHHIP18790,2027-10-23 05:52:00,2027-10-23 07:18:00,1 days 00:00:00
13896,TPH,HHO,AZ20271021TPHHHO8010,8010,2027-10-22 08:51:00,2027-10-22 14:04:00,1,AZ20271023TPHHHO8010,2027-10-24 08:51:00,2027-10-24 14:04:00,2 days 00:00:00
13897,TPH,KHL,AZ20271021TPHKHL15796,15796,2027-10-22 02:47:00,2027-10-22 09:49:00,1,AZ20271023TPHKHL5917,2027-10-23 23:08:00,2027-10-24 06:14:00,1 days 20:25:00
1389,ERW,TPH,AZ20271021ERWTPH18607,18607,2027-10-22 00:43:00,2027-10-22 03:21:00,1,AZ20271023ERWTPH18607,2027-10-24 00:43:00,2027-10-24 03:21:00,2 days 00:00:00
13900,TPH,TZJ,AZ20271021TPHTZJ14583,14583,2027-10-21 22:58:00,2027-10-22 00:38:00,1,AZ20271023TPHTZJ3518,2027-10-23 20:35:00,2027-10-23 22:15:00,1 days 21:37:00
13901,KHR,TPH,AZ20271020KHRTPH1536,1536,2027-10-21 01:55:00,2027-10-21 04:04:00,1,AZ20271023KHRTPH1536,2027-10-24 01:55:00,2027-10-24 04:04:00,3 days 00:00:00
13903,NAD,TPH,AZ20271022NADTPH3095,3095,2027-10-22 19:35:00,2027-10-22 21:44:00,3,AZ20271023NADTPH3095,2027-10-23 19:35:00,2027-10-23 21:44:00,1 days 00:00:00
13906,TPH,LIZ,AZ20271021TPHLIZ17269,17269,2027-10-22 00:09:00,2027-10-22 02:48:00,1,AZ20271022TPHLIZ17041,2027-10-22 23:59:00,2027-10-23 02:38:00,0 days 23:50:00
13909,TPH,CEF,AZ20271021TPHCEF5687,5687,2027-10-22 09:43:00,2027-10-22 11:45:00,1,AZ20271022TPHCEF8181,2027-10-22 20:46:00,2027-10-22 22:48:00,0 days 11:03:00
1390,ERW,TPH,AZ20271022ERWTPH11457,11457,2027-10-22 16:35:00,2027-10-22 19:17:00,1,AZ20271022ERWTPH1187,2027-10-22 19:04:00,2027-10-22 21:41:00,0 days 02:24:00
13910,TPH,EID,AZ20271021TPHEID19483,19483,2027-10-21 20:38:00,2027-10-21 22:19:00,1,AZ20271024TPHEID19483,2027-10-24 20:38:00,2027-10-24 22:19:00,3 days 00:00:00
13911,TPH,FHY,AZ20271020TPHFHY5119,5119,2027-10-20 20:34:00,2027-10-20 22:30:00,1,AZ20271021TPHFHY13713,2027-10-21 23:00:00,2027-10-22 00:56:00,1 days 02:26:00
13912,EID,TPH,AZ20271021EIDTPH19272,19272,2027-10-21 16:08:00,2027-10-21 17:42:00,1,AZ20271023EIDTPH14320,2027-10-23 20:12:00,2027-10-23 21:46:00,2 days 04:04:00
13915,TPH,ERW,AZ20271021TPHERW12992,12992,2027-10-21 20:53:00,2027-10-21 23:22:00,1,AZ20271023TPHERW12432,2027-10-23 23:23:00,2027-10-24 01:52:00,2 days 02:30:00
13917,TPH,QHP,AZ20271021TPHQHP16158,16158,2027-10-22 08:38:00,2027-10-22 11:46:00,1,AZ20271024TPHQHP563,2027-10-25 02:53:00,2027-10-25 06:01:00,2 days 18:15:00
13918,TPH,JDP,AZ20271020TPHJDP6699,6699,2027-10-20 23:27:00,2027-10-21 03:20:00,1,AZ20271020TPHJDP15580,2027-10-20 21:10:00,2027-10-21 00:03:00,-1 days +20:43:00
13920,TPH,NAD,AZ20271020TPHNAD18287,18287,2027-10-20 22:47:00,2027-10-21 01:04:00,1,AZ20271020TPHNAD5528,2027-10-21 02:32:00,2027-10-21 04:49:00,0 days 03:45:00
13922,QHP,TPH,AZ20271021QHPTPH5747,5747,2027-10-21 16:17:00,2027-10-21 19:26:00,1,AZ20271023QHPTPH16478,2027-10-24 00:48:00,2027-10-24 03:57:00,2 days 08:31:00
13924,TPH,VUY,AZ20271020TPHVUY109,109,2027-10-20 23:21:00,2027-10-21 00:47:00,4,AZ20271022TPHVUY10006,2027-10-23 06:09:00,2027-10-23 07:35:00,2 days 06:48:00
13925,TPH,ERW,AZ20271021TPHERW12992,12992,2027-10-21 20:53:00,2027-10-21 23:22:00,1,AZ20271022TPHERW12992,2027-10-22 20:53:00,2027-10-22 23:22:00,1 days 00:00:00
13926,TPH,NAD,AZ20271021TPHNAD12819,12819,2027-10-21 20:22:00,2027-10-21 22:39:00,2,AZ20271022TPHNAD18287,2027-10-22 22:47:00,2027-10-23 01:04:00,1 days 02:25:00
13927,IJA,TPH,AZ20271022IJATPH19852,19852,2027-10-22 17:57:00,2027-10-22 19:18:00,1,AZ20271024IJATPH14313,2027-10-24 20:35:00,2027-10-24 21:56:00,2 days 02:38:00
13929,ERW,TPH,AZ20271021ERWTPH18607,18607,2027-10-22 00:43:00,2027-10-22 03:21:00,1,AZ20271023ERWTPH1187,2027-10-23 19:04:00,2027-10-23 21:41:00,1 days 18:20:00
1392,TPH,NWY,AZ20271020TPHNWY19873,19873,2027-10-21 08:57:00,2027-10-21 12:34:00,1,AZ20271020TPHNWY7746,2027-10-21 08:55:00,2027-10-21 12:32:00,-1 days +23:58:00
13930,TPH,ALN,AZ20271020TPHALN8203,8203,2027-10-20 20:25:00,2027-10-21 00:22:00,1,AZ20271022TPHALN6524,2027-10-23 08:40:00,2027-10-23 12:37:00,2 days 12:15:00
13931,RHP,TPH,AZ20271021RHPTPH851,851,2027-10-22 04:12:00,2027-10-22 07:40:00,1,AZ20271023RHPTPH12951,2027-10-23 21:53:00,2027-10-24 01:21:00,1 days 17:41:00
13932,TPH,PGM,AZ20271021TPHPGM8800,8800,2027-10-22 09:41:00,2027-10-22 11:50:00,1,AZ20271024TPHPGM8800,2027-10-25 09:41:00,2027-10-25 11:50:00,3 days 00:00:00
13934,ALN,TPH,AZ20271022ALNTPH7450,7450,2027-10-22 22:03:00,2027-10-23 01:43:00,1,AZ20271023ALNTPH10674,2027-10-24 03:43:00,2027-10-24 07:23:00,1 days 05:40:00
13936,TPH,VUY,AZ20271021TPHVUY17637,17637,2027-10-21 20:33:00,2027-10-21 21:59:00,3,AZ20271023TPHVUY2154,2027-10-23 18:44:00,2027-10-23 20:10:00,1 days 22:11:00
13938,EYF,TPH,AZ20271020EYFTPH7127,7127,2027-10-20 23:37:00,2027-10-21 01:05:00,1,AZ20271022EYFTPH7127,2027-10-22 23:37:00,2027-10-23 01:05:00,2 days 00:00:00
13940,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271023TPHPSX826,2027-10-23 22:56:00,2027-10-24 00:59:00,3 days 00:00:00
13942,EID,TPH,AZ20271021EIDTPH19272,19272,2027-10-21 16:08:00,2027-10-21 17:42:00,3,AZ20271022EIDTPH19272,2027-10-22 16:08:00,2027-10-22 17:42:00,1 days 00:00:00
13943,RHP,TPH,AZ20271021RHPTPH12951,12951,2027-10-21 21:53:00,2027-10-22 01:21:00,1,AZ20271023RHPTPH17919,2027-10-24 03:09:00,2027-10-24 06:37:00,2 days 05:16:00
